star_name,planet_letters,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_radius,hostname,pl_letter,sy_pnum,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_masse,pl_masseerr1,pl_masseerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_radj,pl_radjerr1,pl_radjerr2,sy_dist,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,hd_name,hip_name,Exo
HIP 81670,,-0.26,-2.78,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,250.25242333652162,24.85870342306749,-40.326,-112.333,55.297,131.54,thin,K2,6.07,1.316,-44.5,-50.1,-26.6,4395.625,nan,nan,17.4349,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 81681,,-0.32,-2.37,-0.11,0.04,-0.26,0.0,-0.07,-0.17,-0.14,-0.07,-0.04,-0.24,-0.31,-0.58,-0.19,-0.29,-0.26,250.28422760346658,-2.857278231457501,-9.96,-27.793,-1.474,29.56,thin,G5V,7.21,0.631,-8.1,-58.1,-45.5,5748.6,4.484,1.01,1.06612,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 81734,,-0.11,nan,0.29,0.46,0.0,-0.11,0.11,-0.04,0.15,0.46,0.1,0.04,-0.19,-0.31,0.06,-0.14,0.26,250.4270080664871,1.1812308957914641,-18.609,-52.338,1.145,55.56,thin,F2V,5.74,0.336,-54.1,-19,2.6,6896.5,4.015,1.55,2.37335,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 81746,,-0.05,-2.69,-0.03,-0.06,-0.08,0.04,-0.06,-0.03,-0.04,0.05,-0.02,-0.13,-0.08,-0.14,-0.0,-0.07,-0.05,250.45747296758273,-45.36875358077544,-6.258,-17.631,-18.951,26.63,thin,G3V,7.03,0.653,60.7,-26.8,-13.2,5781.5,4.421666666666667,1.02,1.04365,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 81748,,0.15,nan,0.25,0.19,-0.06,-0.04,-0.1,0.16,-0.05,nan,-0.12,-0.1,nan,-0.23,-0.01,-0.03,nan,250.4592683709364,13.148836501723567,-15.507,-43.692,10.83,47.61,thick,K0,7.95,0.69,-17.4,-67.7,-62.5,5682.967,4.28,1.0,1.24575,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 81749,,-0.28,nan,nan,0.03,-0.38,-0.02,-0.12,-0.15,-0.16,nan,-0.11,-0.24,-0.34,-0.53,-0.11,-0.26,-0.39,250.46098158820718,-54.74965952139317,-12.933,-36.442,-54.715,67,thin,G6/8,8,0.754,-116,21.9,-21,5504.0,3.85,0.95,1.78725,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 81754,,-0.27,-0.75,nan,-0.15,-0.21,-0.37,-0.42,-0.28,-0.23,nan,-0.2,nan,nan,nan,nan,-0.25,nan,250.47376195961155,-19.924360961084016,-13.201,-37.224,-14.316,42.01,thin,F6Vm-2,5.55,0.436,7.7,10.3,3.8,6465.0,3.953333333333333,1.33,1.67585,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 81767,,0.31,-1.82,0.38,0.07,0.46,0.37,0.35,0.31,0.28,0.43,0.32,0.27,0.28,0.27,0.45,0.38,0.28,250.53045413941172,-29.124992356677353,-15.111,-42.745,-25.261,51.9,thin,G5V,7.84,0.683,11.8,-14.5,-20.6,5769.0,4.2741999999999996,1.05,1.34124,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 81800,,-0.01,-0.56,-0.03,-0.0,-0.05,0.02,-0.12,0.02,0.06,0.03,0.01,-0.02,-0.03,-0.14,-0.14,-0.01,0.08,250.6158846358882,49.936439209638976,-6.266,-17.808,22.447,29.33,thin,F8V,6.48,0.541,16.9,-0.4,-19.6,6125.5,4.35,1.15,1.22039,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 81813,,-0.18,nan,-0.19,-0.11,-0.27,-0.11,-0.17,-0.21,-0.12,-0.04,-0.13,-0.11,-0.16,-0.35,-0.26,-0.21,-0.35,250.66073577342775,68.10216428122087,-3.089,-8.801,23.206,25.01,thin,K1V,7.56,0.769,-57.9,-11.2,17.2,5388.75,4.45,0.91,0.858842,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 81819,,0.04,-1.53,0.1,0.16,0.04,0.11,0.09,0.04,0.04,0.04,0.1,0.11,0.01,-0.06,0.04,0.02,nan,250.69437390440893,-37.34251756396461,-12.824,-36.608,-29.595,48.79,thin,G8V,7.16,0.78,-10.8,-14.8,-14.2,5399.6333,4.0575,0.95,1.93063,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 81833,,-0.11,-2.28,-0.32,-0.18,-0.04,-0.03,-0.05,-0.04,-0.08,-0.13,-0.13,-0.2,-0.1,-0.26,-0.15,-0.19,-0.18,250.7240193059626,38.9222308027972,-8.555,-24.462,20.928,33.31,thin,G7IIIFe-1,3.48,0.916,16.3,3.4,0.4,4747.5,2.7912500000000002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 81880,,0.16,nan,0.11,0.14,0.24,0.17,0.12,0.15,0.19,0.46,0.18,0.11,0.16,0.06,0.28,0.18,0.25,250.87539847717963,20.716112801881295,-13.49,-38.901,15.572,44.02,thin,G2V,7.19,0.573,-11.3,-15.1,-21.9,6111.75,4.273333333333333,1.14,1.40092,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 81901,,-0.18,nan,nan,nan,-0.2,-0.1,-0.24,-0.18,-0.05,0.04,-0.15,-0.15,-0.21,-0.33,-0.14,-0.18,-0.21,250.93875132025445,51.54248405450617,-32.384,-93.724,124.853,159.44,thin,F5,7.83,0.546,-35,-40.4,-9.5,6494.75,3.73,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 81910,,0.26,nan,0.17,0.21,0.17,0.15,0.15,0.2,0.21,0.22,0.18,0.19,0.22,0.12,0.22,0.24,0.29,250.9643099657272,-26.808943497504654,-13.516,-39.173,-20.941,46.43,thin,G2/3V,6.72,0.674,47,-25.4,-0.4,5809.0,4.04,1.06,1.9149,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 81933,,-0.08,-1.69,0.06,0.51,0.03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-45.951,-133.785,61.558,154.27,thin,F5III,6.87,0.563,-22.3,-15.9,-7.6,5317.0,3.16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 81934,,-0.01,nan,0.08,0.19,-0.21,-0.01,-0.09,0.05,-0.06,0.14,-0.06,0.02,-0.07,-0.22,0.07,0.04,-0.01,251.0583374650324,65.23739364661752,-41.549,-121.068,277.491,305.59,thin,K0,7.86,1.219,31.1,-35.3,-0.7,4645.9697,nan,nan,17.1131,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 81935,,-0.04,nan,nan,nan,nan,nan,nan,-0.15,-0.1,nan,0.12,0.19,-0.08,-0.19,0.04,-0.17,nan,251.06256559879077,-38.94363539336773,-3.599,-10.491,-8.963,14.26,thin,K3V,7.52,1.024,-19.5,1.3,-3.2,4765.7065,4.43,0.77,0.706367,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 81947,,-0.06,nan,nan,nan,-0.11,0.17,0.05,-0.03,0.05,0.1,0.03,-0.11,-0.04,-0.22,0.08,-0.09,0.09,251.0879911767472,54.91663836875077,-9.555,-27.888,41.971,51.29,thin,G0,8.06,0.646,74.1,0.5,-23.3,5766.5,4.28,1.03,1.15592,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 81952,,0.23,nan,0.3,0.12,0.25,0.25,0.26,0.24,0.29,0.35,0.22,0.25,0.28,0.18,0.29,0.27,0.33,251.1111573556068,-5.687217225416045,-25.327,-74.02,-7.791,78.62,thin,G6V,8.76,0.74,-34.1,-17.1,-10.7,5530.0,4.243333333333333,0.99,1.32526,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 8198,,-0.01,-3.23,-0.21,-0.03,0.26,0.28,0.15,0.16,0.07,0.05,0.01,-0.12,0.04,0.0,0.11,-0.02,0.01,26.348438397402198,9.157750734055842,75.508,37.398,13.584,85.35,thin,G8III,4.26,0.942,-37.1,0.3,4.4,4998.0,2.612,nan,14.4191,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 81991,,-0.16,nan,nan,nan,-0.24,nan,nan,-0.22,nan,nan,-0.01,nan,nan,nan,nan,-0.21,nan,251.24993878278937,6.088156604013099,-14.649,-43.153,4.861,45.83,thin,K0V,6.55,0.89,15.6,-71.1,9.3,5103.3335,3.86,nan,2.82111,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82012,,-0.21,-3.52,nan,-0.16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,251.29914515312524,43.21717192211695,-51.518,-152.195,150.977,220.48,thin,K4III,6.07,1.415,42.7,-33.7,-2.4,4315.9062,1.55,nan,35.2799,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82032,,-0.5,-0.95,-0.39,-0.32,-0.53,-0.33,-0.49,-0.41,-0.39,-0.38,-0.39,-0.52,-0.53,-0.8,-0.46,-0.55,-0.62,251.36196441215156,-71.83981685769928,-5.421,-16.072,-51.709,54.42,thin,F8V,7.59,0.539,78.4,-44.9,-26.7,6081.0664,4.205,1.13,1.30863,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82062,,-0.51,nan,nan,-0.43,-0.65,-0.36,-0.59,-0.49,-0.47,-0.34,-0.5,-0.32,-0.57,-0.67,-0.32,-0.61,-0.66,251.4436147358295,-0.7651509419034632,-33.447,-99.637,-1.404,105.11,thin,F6V,8.35,0.561,5.8,-14.4,-54.9,5954.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82065,,-0.12,nan,nan,nan,-0.15,0.14,0.08,-0.09,0.07,0.1,0.07,nan,-0.18,nan,0.01,-0.16,nan,251.44742870748658,69.63746248827533,-16.773,-49.976,142.033,151.5,thin,G5,8.48,0.537,-99.8,-20.7,-30.4,6081.6665,3.5866666666666664,1.065,3.22815,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82068,,-0.05,-0.65,nan,nan,-0.14,0.0,-0.25,-0.12,0.06,0.11,0.03,0.04,-0.1,-0.23,-0.08,-0.06,-0.03,251.45071312638225,35.630763823284845,-15.188,-45.263,34.22,58.74,thin,F6V,7.33,0.51,-2.5,9.2,-5.9,6383.5,4.27183,1.29,1.37536,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82075,,-0.46,nan,-0.46,-0.32,-0.6,-0.35,-0.59,-0.41,-0.41,-0.34,-0.53,-0.46,-0.5,-0.79,-0.43,-0.52,nan,251.46607913488185,46.0446902384875,-65.962,-196.752,215.223,298.97,N/A,K0,7.48,1.211,nan,nan,nan,4575.0,nan,nan,24.1755,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82080,,-0.13,-2.22,nan,nan,-0.33,-0.11,-0.32,-0.25,-0.2,-0.13,-0.31,-0.21,-0.26,-0.62,-0.29,-0.35,nan,251.49268168375968,82.03725828427547,-4.092,-12.223,92.153,93.05,thin,G5III,4.21,0.897,5,-2.8,-12.8,5043.0,nan,nan,18.2143,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82099,,-0.04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.05,nan,nan,nan,nan,nan,251.5572602467071,16.477997812272367,-4.863,-14.582,4.547,16.03,thin,M2.5,11.74,2.4,32.2,-29.7,20.2,3577.39,4.80067,0.423349,0.428596,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82141,,-0.17,nan,-0.05,0.07,-0.17,0.13,-0.11,0.08,-0.1,0.13,-0.11,0.0,-0.11,-0.24,0.03,0.02,nan,251.71522270877176,55.40997980896089,-35.533,-107.538,164.235,199.5,thin,M2,7.34,1.348,6.7,7.6,-26.4,4290.43,nan,nan,16.1147,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82145,,-0.34,nan,nan,nan,-0.75,-0.43,-0.49,-0.46,-0.55,-0.26,-0.43,-0.58,-0.59,-0.94,-0.38,-0.61,-0.41,251.72561689127485,63.38601059420893,nan,nan,nan,482.357354657346,N/A,K5,7.62,1.577,nan,nan,nan,4065.8,nan,nan,48.3647,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82158,,-0.44,nan,nan,nan,-0.65,-0.27,-0.4,-0.36,-0.37,-0.17,-0.33,-0.4,-0.51,-0.85,-0.34,-0.49,-0.63,251.76924334676482,67.26681379651508,-50.96,-154.716,388.774,421.52,thin,K2,7.05,1.514,74.7,-15.6,-16.3,4097.0,nan,nan,39.4049,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82166,,-0.23,nan,-0.23,-0.22,-0.73,-0.37,-0.36,-0.35,-0.41,-0.25,-0.18,-0.58,-0.54,-0.96,-0.35,-0.52,-0.59,251.816056035067,63.53150873771986,-31.671,-96.419,203.832,227.7,thick,K5,6.8,1.556,-83.5,-72.5,13.2,4023.23,nan,nan,34.115,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82175,,-0.14,nan,-0.25,-0.25,-0.05,-0.03,-0.13,-0.11,-0.01,0.11,-0.04,0.06,0.02,-0.2,-0.02,-0.04,nan,251.83855527713732,80.11786991393238,-12.888,-39.289,237.355,240.93,N/A,G5,7.94,0.942,nan,nan,nan,5080.2314,nan,nan,7.90635,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 8220,,-0.31,nan,-0.43,nan,0.05,-0.13,0.18,-0.28,-0.19,0.48,0.17,0.37,-0.16,-0.6,-0.09,-0.25,nan,26.461283010452014,-11.330252263861725,37.376,18.604,-8.365,42.58,N/A,K5V,10.13,1.104,nan,nan,nan,4680.0,4.35,0.75,0.654912,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82204,,-0.26,nan,-0.14,-0.02,-0.15,-0.19,-0.22,-0.17,-0.16,-0.01,-0.22,-0.11,-0.15,-0.37,-0.05,-0.12,nan,251.9091711916951,79.50370794912946,-25.941,-79.409,450.897,458.57,thin,K1III,6.83,1.267,-57.5,-54.7,-9.7,4580.38,nan,nan,28.4242,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82214,,-0.09,nan,-0.06,0.06,-0.21,-0.11,-0.17,-0.14,-0.09,0.06,-0.08,-0.05,-0.11,-0.31,-0.05,-0.15,-0.34,251.9426425407967,67.84219149366947,-29.712,-91.134,235.381,254.15,thin,K0,7.6,1.106,-53.8,-36.5,-14,4820.7266,nan,nan,10.8334,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82219,,0.07,nan,nan,nan,0.11,0.05,0.05,0.08,0.09,nan,0.0,-0.09,0.02,nan,0.08,0.0,nan,251.94807934499804,20.20524857771281,-51.409,-157.735,61.057,176.78,thin,K0,7.6,0.983,-38,-18,-4.7,4952.0,nan,nan,9.49942,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82232,,-0.12,nan,-0.23,-0.08,-0.03,0.03,-0.12,-0.01,-0.03,0.08,-0.07,0.02,-0.0,-0.23,-0.05,-0.07,nan,252.00383396022875,57.48927085687382,-36.019,-110.882,182.927,216.92,N/A,G5,7.06,0.951,nan,nan,nan,5072.3677,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82255,,-0.41,nan,-0.43,-0.16,-0.5,-0.33,-0.48,-0.36,-0.37,-0.27,-0.43,-0.39,-0.46,-0.72,-0.39,-0.46,nan,252.10577647341358,55.38985218057819,-64.161,-198.714,302.581,367.64,N/A,K0,7.86,1.278,nan,nan,nan,4474.7246,nan,nan,28.7086,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82265,,0.1,-2.61,0.23,0.11,0.08,0.19,0.2,0.12,0.09,0.19,0.18,0.12,0.1,-0.04,0.18,0.1,-0.03,252.1343238779456,-19.287767915919787,-11.163,-34.632,-12.734,38.55,thick,G9IV-V,8.08,0.772,-65.2,-62.4,-43.6,5434.5,4.384,0.95,1.00102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82267,,-0.05,nan,nan,nan,-0.08,nan,nan,-0.12,nan,nan,-0.07,nan,nan,nan,nan,-0.15,nan,252.1479756837247,37.01336750265118,-7.897,-24.519,19.421,32.26,thin,K7.V,8.4,0.821,48.8,-28.3,3.2,5206.5,4.5,0.88,0.802756,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82268,,0.12,nan,0.18,0.01,0.01,0.08,0.05,0.08,0.1,nan,0.07,0.1,0.07,0.01,nan,0.13,0.08,252.15033336404142,55.12936324175808,-11.244,-34.916,52.64,64.16,thin,G5,8.92,0.699,71,-6.9,-42,5654.6665,4.405,1.01,1.05175,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 8227,,-0.11,nan,-0.3,-0.18,-0.34,-0.16,-0.28,-0.28,-0.09,nan,-0.14,-0.15,-0.13,-0.31,nan,-0.14,0.13,26.49044617286033,-4.228667878642769,116.802,58.211,-9.649,130.86,thin,G8IV,8.08,0.863,8.9,-6.4,-34,5138.5,3.44,nan,4.33892,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 8230,,-0.14,nan,0.08,-0.06,nan,nan,nan,-0.18,-0.13,nan,nan,nan,nan,nan,nan,nan,nan,26.496916005231654,-5.733299540620874,150.046,74.8,-16.833,168.5,thin,K4III,5.37,1.517,14.7,-11.7,-20.4,4055.0,1.66,nan,44.7043,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82302,,0.02,nan,nan,nan,-0.01,nan,nan,-0.1,nan,nan,0.04,nan,nan,nan,nan,0.01,nan,252.24735918514898,-47.71876953640426,-12.821,-40.046,-46.241,62.5,thin,K0IV/V,7.38,0.901,20.4,-35.7,14.4,5099.75,3.71,nan,2.94725,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82315,,-0.59,nan,-0.85,-0.32,-0.75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,252.28382548195157,-27.57079004112266,nan,nan,nan,440.162199692656,N/A,G1WG5/6(IV),8.88,0.852,nan,nan,nan,4987.0,2.675,nan,10.5344,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
HIP 82316,,-0.09,nan,nan,nan,nan,-0.06,-0.16,0.01,-0.09,nan,-0.2,-0.39,-0.12,nan,nan,-0.14,-0.2,252.2900128117324,12.909140657333648,-38.579,-120.811,29.067,130.11,thin,K0,6.64,0.94,-12.9,-2,-11.6,5025.4824,3.015,nan,9.85423,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
