hostname,pl_letter,gaia_id,tic_id,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_ratdor
"Kepler-152","b","Gaia DR2 2105435544515167232","TIC 158387462","Transit",18.20795693,0.00001403,-0.00001403,0.127700,,,0.000000,,,89.380,,,,,,,,,34.300000
"Kepler-1403","b","Gaia DR2 2052956541719356416","TIC 122605691","Transit",5.19492202,0.00002801,-0.00002801,0.064200,,,0.000000,,,89.380,,,,,,,,,12.680000
"Kepler-721","b","Gaia DR2 2106717678151463040","TIC 164726831","Transit",5.39206600,0.00002300,-0.00002300,0.056000,,,0.000000,,,84.800,,,,,,,,,9.000000
"Kepler-289","c","Gaia DR2 2078515170549178880","TIC 273234825","Transit",125.86543389,0.00005980,-0.00005980,0.516600,,,0.000000,,,89.950,,,,,,,,,115.420000
"Kepler-261","c","Gaia DR2 2052528625536778624","TIC 137148674","Transit",24.57078000,0.00017000,-0.00017000,0.158000,,,0.000000,,,89.380,,,,,,,,,51.400000
"Kepler-761","b","Gaia DR2 2126870661139070080","TIC 159442087","Transit",10.12804789,0.00002905,-0.00002905,0.090400,,,0.000000,,,89.950,,,,,,,,,23.390000
"Kepler-985","b","Gaia DR2 2126878048483137152","TIC 159305424","Transit",116.33223000,0.00099000,-0.00099000,0.450000,,,0.000000,,,89.380,,,,,,,,,97.000000
"Kepler-804","b","Gaia DR2 2126432677554353280","TIC 275573295","Transit",14.37457572,0.00003311,-0.00003311,0.113700,,,0.000000,,,89.910,,,,,,,,,23.300000
"Kepler-231","b","Gaia DR2 2135223204298512128","TIC 27006192","Transit",10.06524317,0.00001490,-0.00001490,0.076000,,,0.000000,,,89.220,,,,,,,,,45.900000
"Kepler-464","b","Gaia DR2 2134798444914611712","TIC 27239696","Transit",7.25696245,0.00000584,-0.00000584,0.076500,,,0.000000,,,85.510,,,,,,,,,8.620000
"Kepler-703","b","Gaia DR2 2075358472669256448","TIC 171968443","Transit",4.58352176,0.00000173,-0.00000173,0.053500,,,0.000000,,,89.950,,,,,,,,,13.668100
"Kepler-211","b","Gaia DR2 2105743987587112064","TIC 352007758","Transit",4.13857500,0.00001000,-0.00001000,0.048000,,,,,,,,,,,,0.112,0.008,-0.008,
"Kepler-319","b","Gaia DR2 2101230049979183232","TIC 121786630","Transit",4.36274436,0.00000583,-0.00000583,0.057800,,,0.000000,,,89.950,,,,,,,,,15.420000
"Kepler-1299","b","Gaia DR2 2099071433776757888","TIC 120762000","Transit",19.94008740,0.00014570,-0.00014570,0.135100,,,0.000000,,,87.660,,,,,,,,,21.120000
"Kepler-1431","b","Gaia DR2 2129847554510913536","TIC 26657021","Transit",5.86601526,0.00004724,-0.00004724,0.064800,,,0.000000,,,88.240,,,,,,,,,10.910000
"Kepler-684","b","Gaia DR2 2052643696302706944","TIC 122607324","Transit",6.77030201,0.00000886,-0.00000886,0.064000,,,0.000000,,,88.810,,,,,,,,,24.650000
"Kepler-814","b","Gaia DR2 2131593269736776576","TIC 48450382","Transit",,,,,,,,,,,,,,,,0.267,0.022,-0.019,
"Kepler-1245","b","Gaia DR2 2126057774150666368","TIC 159449041","Transit",4.35407371,0.00002044,-0.00002044,0.048400,,,0.000000,,,85.650,,,,,,,,,9.680000
"Kepler-602","b","Gaia DR2 2077119752853895552","TIC 272180918","Transit",15.28469497,0.00006919,-0.00006919,0.123100,,,0.000000,,,88.810,,,,,,,,,19.190000
"Kepler-768","b","Gaia DR2 2052074389802779904","TIC 138568968","Transit",,,,,,,,,,,,,,,,0.161,0.070,-0.022,
"Kepler-256","e","Gaia DR2 2128250926189039488","TIC 63362772","Transit",10.68167916,0.00004660,-0.00004660,0.097300,,,0.000000,,,89.380,,,,,,,,,22.460000
"Kepler-155","c","Gaia DR2 2133351698066484096","TIC 298969755","Transit",52.66160633,0.00015300,-0.00015300,,,,,,,,,,,,,0.161,0.024,-0.022,
"Kepler-216","b","Gaia DR2 2128067720065692672","TIC 270698499","Transit",7.69364042,0.00001946,-0.00001946,0.078500,,,0.000000,,,85.370,,,,,,,,,8.660000
"Kepler-690","b","Gaia DR2 2076459496119200000","TIC 377918545","Transit",7.74809437,0.00000763,-0.00000763,0.080200,,,0.000000,,,88.810,,,,,,,,,16.190000
"Kepler-166","d","Gaia DR2 2129025841368107136","TIC 26814955","Transit",,,,,,,,,,,,,,,,0.149,0.007,-0.007,
"Kepler-927","b","Gaia DR2 2101480188876308480","TIC 122066280","Transit",9.11500269,0.00005079,-0.00005079,0.086600,,,0.000000,,,86.670,,,,,,,,,11.630000
"Kepler-892","b","Gaia DR2 2105327723655307648","TIC 164459949","Transit",13.75207851,0.00003401,-0.00003401,0.101500,,,0.000000,,,87.860,,,,,,,,,22.400000
"Kepler-1352","b","Gaia DR2 2129527974583414400","TIC 290034960","Transit",1.87787854,0.00000738,-0.00000738,0.030000,,,0.000000,,,87.580,,,,,,,,,5.890000
"Kepler-377","b","Gaia DR2 2073157456550947200","TIC 184015535","Transit",12.50945250,0.00011270,-0.00011270,0.103100,,,0.000000,,,89.380,,,,,,,,,26.630000
"Kepler-1604","b","Gaia DR2 2105964306529014400","TIC 351911398","Transit",,,,,,,,,,,,,,,,0.153,0.024,-0.041,
"Kepler-1132","b","Gaia DR2 2131151094264000640","TIC 405719448","Transit",,,,,,,,,,,,,,,,0.211,0.048,-0.017,
"Kepler-298","b","Gaia DR2 2143758128946411904","TIC 48217868","Transit",10.47548084,0.00001801,-0.00001801,0.081100,,,0.000000,,,88.610,,,,,,,,,27.500000
"Kepler-941","b","Gaia DR2 2128593252262465280","TIC 270959184","Transit",,,,,,,,,,,,,,,,0.251,0.022,-0.047,
"Kepler-136","b","Gaia DR2 2077203178296653056","TIC 272375343","Transit",,,,,,,,,,,,,,,,0.205,0.009,-0.010,
"Kepler-947","b","Gaia DR2 2077553200951551360","TIC 271050878","Transit",26.96443170,0.00015700,-0.00015700,0.177300,,,0.000000,,,89.380,,,,,,,,,48.000000
"Kepler-178","b","Gaia DR2 2130634667395736704","TIC 158394235","Transit",9.57666498,0.00001108,-0.00001108,0.084100,,,0.000000,,,89.950,,,,,,,,,22.412000
"Kepler-163","c","Gaia DR2 2128525769736134016","TIC 271355638","Transit",,,,,,,,,,,,,,,,0.243,0.017,-0.037,
"Kepler-225","c","Gaia DR2 2128469007448159232","TIC 63203294","Transit",18.79419535,0.00004682,-0.00004682,0.106900,,,0.000000,,,89.950,,,,,,,,,45.470000
"Kepler-152","c","Gaia DR2 2105435544515167232","TIC 158387462","Transit",88.25535440,0.00020690,-0.00020690,0.365800,,,0.000000,,,89.950,,,,,,,,,166.300000
"Kepler-69","c","Gaia DR2 2126436800722944000","TIC 275573429","Transit",242.46712000,0.00311500,-0.00311500,0.710600,,,0.000000,,,89.950,,,,,,,,,123.000000
"Kepler-1408","b","Gaia DR2 2106958363820214016","TIC 123496782","Transit",,,,,,,,,,,,,,,,0.106,0.006,-0.008,
"Kepler-349","b","Gaia DR2 2126415051008325376","TIC 270615037","Transit",5.92973644,0.00001305,-0.00001305,0.064200,,,0.000000,,,89.380,,,,,,,,,18.630000
"Kepler-1413","b","Gaia DR2 2128145338713986688","TIC 270957896","Transit",13.18296420,0.00010820,-0.00010820,0.106600,,,0.000000,,,89.380,,,,,,,,,27.370000
"Kepler-1494","b","Gaia DR2 2105168775506130048","TIC 123499226","Transit",91.08048200,0.00176900,-0.00176900,0.398200,,,0.000000,,,88.810,,,,,,,,,37.900000
"Kepler-1066","b","Gaia DR2 2085502463860057984","TIC 268379849","Transit",1.93155546,0.00001502,-0.00001502,0.029900,,,0.000000,,,80.370,,,,,,,,,5.150000
"Kepler-1102","b","Gaia DR2 2119646801021958272","TIC 47976987","Transit",51.32856230,0.00033260,-0.00033260,,,,,,,,,,,,,0.237,0.047,-0.021,
"Kepler-733","b","Gaia DR2 2128047069862606208","TIC 240179452","Transit",20.83424726,0.00005682,-0.00005682,0.148300,,,0.000000,,,89.380,,,,,,,,,35.300000
"Kepler-514","b","Gaia DR2 2133611659549905024","TIC 405717552","Transit",5.65178735,0.00000255,-0.00000255,,,,,,,,,,,,,,,,
"Kepler-38","b","Gaia DR2 2105448841733970432","TIC 158316612","Transit",105.59900000,0.03800000,-0.05300000,0.463200,0.008200,-0.009200,0.032000,,,89.442,0.030,-0.026,0.38400,,,0.384,0.010,-0.010,
"Kepler-1033","b","Gaia DR2 2106679126525940096","TIC 164560648","Transit",7.56052209,0.00002636,-0.00002636,,,,,,,,,,,,,,,,
"Kepler-151","c","Gaia DR2 2053585732948605952","TIC 137410997","Transit",24.67464211,0.00008292,-0.00008292,0.158600,,,0.000000,,,89.950,,,,,,,,,61.990000
"Kepler-948","b","Gaia DR2 2077595394707557120","TIC 138099276","Transit",,,,,,,,,,,,,,,,0.124,0.007,-0.008,
"Kepler-175","c","Gaia DR2 2102880210775046528","TIC 159099116","Transit",,,,,,,,,,,,,,,,0.298,0.017,-0.020,
"Kepler-1558","b","Gaia DR2 2130633430445267584","TIC 158322085","Transit",,,,,,,,,,,,,,,,0.062,0.004,-0.004,
"Kepler-259","b","Gaia DR2 2130405041264941184","TIC 158664318","Transit",8.11529219,0.00001398,-0.00001398,0.078500,,,0.000000,,,88.240,,,,,,,,,19.030000
"Kepler-421","b","Gaia DR2 2106891671567353728","TIC 164522394","Transit",704.19840000,0.00160000,-0.00160000,1.219000,0.089000,-0.089000,0.041000,0.095000,-0.034000,89.965,0.024,-0.031,,,,0.371,0.017,-0.014,346.000000
"Kepler-1070","b","Gaia DR2 2129064874031303936","TIC 26814296","Transit",6.22161470,0.00001944,-0.00001944,0.070800,,,0.000000,,,89.380,,,,,,,,,14.619000
"Kepler-1317","b","Gaia DR2 2101746579928077440","TIC 63005467","Transit",0.56887630,0.00000067,-0.00000067,0.013000,,,0.000000,,,84.220,,,,,,,,,3.500000
"Kepler-233","b","Gaia DR2 2135507084456876928","TIC 27843776","Transit",8.47238200,0.00002600,-0.00002600,0.077000,,,,,,,,,,,,0.217,0.059,-0.059,
"Kepler-797","b","Gaia DR2 2076947266967292928","TIC 169176157","Transit",27.07237711,0.00009275,-0.00009275,0.165600,,,0.000000,,,89.950,,,,,,,,,30.420000
"Kepler-178","c","Gaia DR2 2130634667395736704","TIC 158394235","Transit",20.55280793,0.00003513,-0.00003513,0.139900,,,0.000000,,,89.380,,,,,,,,,61.900000
"Kepler-717","b","Gaia DR2 2125888419299436800","TIC 240183442","Transit",4.40846800,0.00004600,-0.00004600,0.053000,,,0.000000,,,89.950,,,,,,,,,7.400000
"Kepler-301","d","Gaia DR2 2131867357368794624","TIC 48419097","Transit",13.75124300,0.00008100,-0.00008100,0.112000,,,,,,,,,,,,0.156,0.084,-0.084,
"Kepler-399","d","Gaia DR2 2075060264503601280","TIC 172373693","Transit",58.03410860,0.00028620,-0.00028620,0.261500,,,0.000000,,,89.950,,,,,,,,,81.350000
"Kepler-252","c","Gaia DR2 2079662785806103936","TIC 271769940","Transit",10.84844792,0.00001020,-0.00001020,0.081300,,,0.000000,,,89.950,,,,,,,,,28.786000
"Kepler-282","b","Gaia DR2 2106739943262307200","TIC 164779321","Transit",9.22068890,0.00014930,-0.00014930,0.085200,,,0.000000,,,89.380,,,,,,,,,15.360000
"Kepler-1477","b","Gaia DR2 2116740104595955328","TIC 123314844","Transit",11.55530021,0.00008098,-0.00008098,0.091100,,,0.000000,,,89.380,,,,,,,,,30.920000
"EPIC 248847494","b","Gaia DR2 3882879683758393344","TIC 392876254","Transit",3650.00000000,1280.00000000,-1130.00000000,4.500000,1.000000,-1.000000,0.000000,,,89.870,0.020,-0.030,13.00000,,,1.110,0.070,-0.070,
"Kepler-521","b","Gaia DR2 2079005651508492032","TIC 268302011","Transit",22.20813214,0.00004013,-0.00004013,0.165500,,,0.000000,,,89.380,,,,,,,,,23.310000
"HATS-36","b","Gaia DR2 6771542097119292928","TIC 119262291","Transit",4.17518700,0.00003400,-0.00003400,,,,,,,,,,,,,1.200,0.130,-0.100,
"Kepler-180","c","Gaia DR2 2134933208106983168","TIC 27532033","Transit",41.88548340,0.00014830,-0.00014830,0.225900,,,0.000000,,,89.950,,,,,,,,,53.630000
"Kepler-370","b","Gaia DR2 2053578521704124160","TIC 137411225","Transit",4.57948235,0.00002886,-0.00002886,0.053200,,,0.000000,,,89.720,,,,,,,,,11.407000
"Kepler-268","b","Gaia DR2 2051908157384215296","TIC 137348987","Transit",25.93406406,0.00007912,-0.00007912,0.174900,,,0.000000,,,89.980,,,,,,,,,43.730000
"Kepler-119","b","Gaia DR2 2077236713401973888","TIC 271964647","Transit",2.42208445,0.00000046,-0.00000046,0.034300,,,0.000000,,,89.380,,,,,,,,,7.490000
"Kepler-369","c","Gaia DR2 2128835935094128512","TIC 26961231","Transit",14.87149773,0.00004901,-0.00004901,,,,,,,,,,,,,,,,
"Kepler-1343","b","Gaia DR2 2135251791600414336","TIC 27081773","Transit",3.35184041,0.00001163,-0.00001163,0.044900,,,0.000000,,,89.600,,,,,,,,,13.080000
"Kepler-1068","b","Gaia DR2 2128129876831370880","TIC 271165395","Transit",16.92344113,0.00005446,-0.00005446,0.134000,,,0.000000,,,89.950,,,,,,,,,32.879000
"Kepler-1214","b","Gaia DR2 2132127666747169024","TIC 48528473","Transit",18.82634264,0.00008784,-0.00008784,0.128000,,,0.000000,,,89.950,,,,,,,,,63.240000
"Kepler-224","e","Gaia DR2 2129161734133025408","TIC 159642189","Transit",18.64351600,0.00005380,-0.00005380,0.125900,,,0.000000,,,89.950,,,,,,,,,82.950000
"Kepler-368","b","Gaia DR2 2126660856277325696","TIC 63066763","Transit",26.84768000,0.00032600,-0.00032600,0.186000,,,,,,,,,,,,0.291,0.081,-0.081,
"K2-151","b","Gaia DR2 2579620343673729408","TIC 376936928","Transit",3.83547600,0.00026600,-0.00025600,0.037300,0.000200,-0.000200,,,,,,,,,,0.133,0.007,-0.007,17.360000
"Kepler-1069","b","Gaia DR2 2129215369685086080","TIC 417659970","Transit",23.89902960,0.00014970,-0.00014970,0.163200,,,0.000000,,,87.090,,,,,,,,,10.170000
"Kepler-792","b","Gaia DR2 2052717466660745984","TIC 137401986","Transit",11.30123036,0.00007531,-0.00007531,0.098800,,,0.000000,,,89.690,,,,,,,,,21.650000
"Kepler-115","b","Gaia DR2 2079368391569401600","TIC 273383120","Transit",2.40365400,0.00003100,-0.00003100,0.036000,,,0.000000,,,79.070,,,,,,,,,4.890000
"Kepler-389","c","Gaia DR2 2126597569938248064","TIC 63074796","Transit",14.51236220,0.00028400,-0.00028400,0.108700,,,0.000000,,,85.380,,,,,,,,,11.510000
"Kepler-372","d","Gaia DR2 2129931942027348608","TIC 350810559","Transit",30.09048770,0.00032320,-0.00032320,0.200200,,,0.000000,,,84.220,,,,,,,,,9.590000
"Kepler-1502","b","Gaia DR2 2073199409793428736","TIC 184298883","Transit",41.70836290,0.00034850,-0.00034850,0.248200,,,0.000000,,,89.380,,,,,,,,,33.100000
"Kepler-1547","b","Gaia DR2 2104890633423618048","TIC 164646094","Transit",0.69297846,0.00000149,-0.00000149,0.016500,,,0.000000,,,61.660,,,,,,,,,1.977000
"Kepler-833","b","Gaia DR2 2127461236320786688","TIC 159397031","Transit",,,,,,,,,,,,,,,,0.191,0.010,-0.007,
"Kepler-1622","b","Gaia DR2 2086419903235549312","TIC 273047792","Transit",,,,,,,,,,,,,,,,0.123,0.024,-0.023,
"Kepler-1377","b","Gaia DR2 2127755733639236992","TIC 158986227","Transit",0.74092842,0.00000185,-0.00000185,0.015300,,,0.000000,,,87.660,,,,,,,,,5.040000
"Kepler-1284","b","Gaia DR2 2129192692257862912","TIC 159726546","Transit",,,,,,,,,,,,,,,,0.111,0.009,-0.012,
"Kepler-1607","b","Gaia DR2 2077241558125147904","TIC 272179260","Transit",13.64736760,0.00021020,-0.00021020,0.107500,,,0.000000,,,89.950,,,,,,,,,13.529000
"Kepler-1452","b","Gaia DR2 2051937638040407808","TIC 137635103","Transit",,,,,,,,,,,,,,,,0.242,0.013,-0.017,
"Kepler-1145","b","Gaia DR2 2078012796808952832","TIC 271539239","Transit",3.97076766,0.00001110,-0.00001110,0.044300,,,0.000000,,,88.810,,,,,,,,,16.360000
"Kepler-1454","b","Gaia DR2 2131804479047342336","TIC 267570002","Transit",,,,,,,,,,,,,,,,0.144,0.011,-0.010,
"Kepler-207","b","Gaia DR2 2101898759208960640","TIC 159217436","Transit",1.61188718,0.00000350,-0.00000350,0.027500,,,0.000000,,,87.660,,,,,,,,,4.086000
"Kepler-683","b","Gaia DR2 2052559480582595456","TIC 137149476","Transit",2.53918318,0.00000511,-0.00000511,0.036800,,,0.000000,,,89.950,,,,,,,,,8.315000
"Kepler-400","b","Gaia DR2 2101510008826160256","TIC 122707140","Transit",9.02439889,0.00002597,-0.00002597,0.086900,,,0.000000,,,89.380,,,,,,,,,21.740000
"Kepler-1363","b","Gaia DR2 2086833663201784704","TIC 27990682","Transit",2.94194094,0.00001171,-0.00001171,0.036300,,,0.000000,,,89.950,,,,,,,,,11.240000
"Kepler-1278","b","Gaia DR2 2104972581400204672","TIC 164413187","Transit",,,,,,,,,,,,,,,,0.112,0.006,-0.008,
"Kepler-1211","b","Gaia DR2 2103785516859681152","TIC 120578889","Transit",11.01816836,0.00007975,-0.00007975,0.098500,,,0.000000,,,85.370,,,,,,,,,10.250000
"Kepler-1275","b","Gaia DR2 2126457313486865792","TIC 270521167","Transit",3.65691115,0.00001583,-0.00001583,0.047700,,,0.000000,,,89.380,,,,,,,,,13.090000
"Kepler-185","c","Gaia DR2 2105316247502568576","TIC 123490444","Transit",,,,,,,,,,,,,,,,0.157,0.037,-0.010,
"Kepler-857","b","Gaia DR2 2078176589682140160","TIC 271158887","Transit",85.35129427,0.00009562,-0.00009562,0.362900,,,0.000000,,,89.950,,,,,,,,,102.100000
"Kepler-505","b","Gaia DR2 2102511874378223360","TIC 158631520","Transit",27.52197994,0.00003295,-0.00003295,0.144400,,,0.000000,,,89.950,,,,,,,,,53.600000
"Kepler-180","b","Gaia DR2 2134933208106983168","TIC 27532033","Transit",13.81733587,0.00009263,-0.00009263,0.107800,,,0.000000,,,83.040,,,,,,,,,7.980000
"Kepler-351","b","Gaia DR2 2105491997566014336","TIC 158218178","Transit",37.05485690,0.00021130,-0.00021130,0.211200,,,0.000000,,,89.950,,,,,,,,,59.710000
"Kepler-1030","b","Gaia DR2 2128009617747394432","TIC 270617362","Transit",,,,,,,,,,,,,,,,0.191,0.018,-0.015,
"Kepler-1096","b","Gaia DR2 2080058266393766656","TIC 271255413","Transit",2.89221677,0.00000701,-0.00000701,0.034000,,,0.000000,,,85.460,,,,,,,,,10.190000
"Kepler-358","b","Gaia DR2 2128902558627267200","TIC 26815908","Transit",34.06076770,0.00013720,-0.00013720,0.207900,,,0.000000,,,89.360,,,,,,,,,69.900000
"Kepler-348","b","Gaia DR2 2073750986669231232","TIC 169180792","Transit",7.05675289,0.00001909,-0.00001909,0.076600,,,0.000000,,,89.380,,,,,,,,,26.470000
"Kepler-360","c","Gaia DR2 2106316012810255104","TIC 158213532","Transit",7.18645260,0.00001842,-0.00001842,0.073500,,,0.000000,,,89.950,,,,,,,,,38.810000
"Kepler-215","e","Gaia DR2 2079885608708649344","TIC 271352188","Transit",68.16098970,0.00045250,-0.00045250,0.317100,,,0.000000,,,89.680,,,,,,,,,83.400000
"Kepler-464","b","Gaia DR2 2134798444914611712","TIC 27239696","Transit",,,,,,,,,,,,,,,,0.329,0.017,-0.023,
"Kepler-242","c","Gaia DR2 2103934504985435904","TIC 120899945","Transit",14.49643531,0.00005429,-0.00005429,0.107400,,,0.000000,,,85.370,,,,,,,,,11.510000
"Kepler-648","b","Gaia DR2 2106784610922074496","TIC 164560223","Transit",17.42117490,0.00002066,-0.00002066,,,,,,,,,,,,,0.287,0.011,-0.021,
"Kepler-1316","b","Gaia DR2 2073591420052466048","TIC 171502232","Transit",87.97314465,0.00000548,-0.00000548,,,,,,,,,,,,,,,,
"Kepler-211","c","Gaia DR2 2105743987587112064","TIC 352007758","Transit",6.04047000,0.00003200,-0.00003200,0.063000,,,0.000000,,,82.510,,,,,,,,,7.100000
"Kepler-1020","b","Gaia DR2 2128262161823652480","TIC 63362217","Transit",96.91514960,0.00036320,-0.00036320,0.379600,,,0.000000,,,89.950,,,,,,,,,120.800000
"Kepler-292","e","Gaia DR2 2077140987172577408","TIC 271960465","Transit",11.97877778,0.00000783,-0.00000783,,,,,,,,,,,,,,,,
"Kepler-242","c","Gaia DR2 2103934504985435904","TIC 120899945","Transit",14.49645186,0.00006360,-0.00006360,,,,,,,,,,,,,,,,
"Kepler-393","c","Gaia DR2 2127390970655877888","TIC 159580535","Transit",14.61342510,0.00013970,-0.00013970,,,,,,,,,,,,,0.104,0.019,-0.012,
"Kepler-1435","b","Gaia DR2 2126632994828732032","TIC 159647919","Transit",4.45343281,0.00003591,-0.00003591,0.056800,,,0.000000,,,87.090,,,,,,,,,8.320000
"Kepler-841","b","Gaia DR2 2131804165512770176","TIC 267569980","Transit",124.41971750,0.00034910,-0.00034910,0.479000,,,0.000000,,,90.000,,,,,,,,,270.020000
"Kepler-1507","b","Gaia DR2 2130389785541178752","TIC 158786851","Transit",16.05062130,0.00014470,-0.00014470,0.115500,,,0.000000,,,89.950,,,,,,,,,42.080000
"Kepler-1484","b","Gaia DR2 2051926226306177792","TIC 137816475","Transit",30.45491360,0.00035360,-0.00035360,0.193900,,,0.000000,,,89.380,,,,,,,,,36.100000
"Kepler-1137","b","Gaia DR2 2131213903865285760","TIC 399913391","Transit",23.92107910,0.00013790,-0.00013790,0.184700,,,0.000000,,,89.950,,,,,,,,,38.840000
"Kepler-219","b","Gaia DR2 2127771917075703424","TIC 158838045","Transit",4.58546682,0.00000511,-0.00000511,0.056700,,,0.000000,,,88.810,,,,,,,,,10.563000
"Kepler-203","d","Gaia DR2 2076792648144511104","TIC 169084431","Transit",11.32975018,0.00005812,-0.00005812,0.099200,,,0.000000,,,88.240,,,,,,,,,18.860000
"Kepler-1276","b","Gaia DR2 2100623600597189504","TIC 121333541","Transit",12.57229790,0.00000962,-0.00000962,,,,,,,,,,,,,,,,
"Kepler-358","b","Gaia DR2 2128902558627267200","TIC 26815908","Transit",34.06054476,0.00000439,-0.00000439,,,,,,,,,,,,,,,,
"Kepler-1631","b","Gaia DR2 2078284547978727808","TIC 271159855","Transit",4.09513932,0.00003048,-0.00003048,,,,,,,,,,,,,0.120,0.018,-0.013,
"Kepler-318","b","Gaia DR2 2085559604106082688","TIC 274198407","Transit",4.66271796,0.00000086,-0.00000086,,,,,,,,,,,,,,,,
"Kepler-306","d","Gaia DR2 2102067396802935680","TIC 121660143","Transit",17.32668599,0.00006979,-0.00006979,0.125300,,,0.000000,,,88.810,,,,,,,,,28.640000
"Kepler-991","b","Gaia DR2 2087215262455233664","TIC 28084836","Transit",82.53186000,0.00080000,-0.00080000,0.316000,,,0.000000,,,89.380,,,,,,,,,93.000000
"Kepler-1444","b","Gaia DR2 2104172854190854528","TIC 164886812","Transit",33.42035034,0.00009305,-0.00009305,0.202600,,,0.000000,,,89.380,,,,,,,,,40.200000
"Kepler-1462","b","Gaia DR2 2077176618218057216","TIC 272376022","Transit",65.64883410,0.00066210,-0.00066210,0.309400,,,0.000000,,,89.950,,,,,,,,,69.860000
"Kepler-296","f","Gaia DR2 2132069633148965888","TIC 243271945","Transit",63.33666060,0.00055670,-0.00055670,0.225300,,,0.000000,,,89.950,,,,,,,,,140.500000
"Kepler-1585","b","Gaia DR2 2079700100481104000","TIC 272272564","Transit",3.58274630,0.00001739,-0.00001739,0.044500,,,0.000000,,,89.380,,,,,,,,,17.610000
"Kepler-1392","b","Gaia DR2 2127382793038824832","TIC 158837572","Transit",15.14112000,0.00015000,-0.00015000,0.121000,,,0.000000,,,87.660,,,,,,,,,18.600000
"Kepler-238","e","Gaia DR2 2100624562669914240","TIC 121460918","Transit",23.65368621,0.00001710,-0.00001710,0.164400,,,0.000000,,,89.950,,,,,,,,,23.193000
"Kepler-169","e","Gaia DR2 2103788854053938816","TIC 120689253","Transit",13.76708539,0.00003103,-0.00003103,0.106500,,,0.000000,,,87.660,,,,,,,,,21.290000
"Kepler-1391","b","Gaia DR2 2128514431022374144","TIC 271253957","Transit",54.40996120,0.00055480,-0.00055480,0.276800,,,0.000000,,,89.800,,,,,,,,,44.650000
"Kepler-346","c","Gaia DR2 2130363259822710272","TIC 158660363","Transit",23.85163321,0.00006821,-0.00006821,0.165800,,,0.000000,,,88.740,,,,,,,,,40.000000
