hostname,pl_letter,gaia_id,tic_id,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_ratdor
"Kepler-161","c","Gaia DR2 2102046952760377728","TIC 159444082","Transit",7.06424000,0.00001100,-0.00001100,0.068000,,,,,,,,,,,,0.183,0.013,-0.013,
"Kepler-337","b","Gaia DR2 2127851116271982848","TIC 159226052","Transit",3.29278521,0.00001186,-0.00001186,,,,,,,,,,,,,,,,
"OGLE-TR-10","b","Gaia DR2 4056443366649948160","TIC 130150682","Transit",3.10127800,0.00000400,-0.00000400,,,,,,,88.100,1.200,-1.200,,,,1.056,0.083,-0.083,
"Kepler-201","c","Gaia DR2 2077386315701921920","TIC 138297190","Transit",151.88405800,0.00201400,-0.00201400,0.573000,,,,,,,,,,,,0.254,0.054,-0.054,
"Kepler-339","b","Gaia DR2 2128911251641171200","TIC 26817284","Transit",4.97761996,0.00001280,-0.00001280,,,,,,,,,,,,,0.150,0.037,-0.012,
"kap And","b","Gaia DR2 1926476042677456768","TIC 176945734","Imaging",,,,55.000000,2.000000,-2.000000,,,,,,,13.61600,23.04200,-1.04700,,,,
"Kepler-540","b","Gaia DR2 2127008611187043456","TIC 159452015","Transit",172.70460830,0.00047530,-0.00047530,0.588600,,,0.000000,,,90.000,,,,,,,,,119.000000
"Kepler-80","d","Gaia DR2 2076328963475704576","TIC 184296619","Transit",3.07216597,0.00004600,-0.00004600,0.034600,0.001340,-0.001340,,,,,,,,,,0.099,0.012,-0.012,
"Kepler-1645","b","Gaia DR2 2086724227433964928","TIC 28229515","Transit",16.17803000,0.05099000,-0.05099000,,,,,,,,,,,,,,,,
"Kepler-395","c","Gaia DR2 2126465903421535744","TIC 270520765","Transit",34.98956000,0.00022000,-0.00022000,0.174300,0.002300,-0.002300,,,,89.960,0.002,-0.077,,,,0.119,0.006,-0.006,67.770000
"Kepler-445","c","Gaia DR2 2085482775729637376","TIC 268060194","Transit",4.87122900,0.00001100,-0.00001100,0.033000,,,0.000000,,,89.380,,,,,,,,,27.000000
"Kepler-1336","b","Gaia DR2 2080529922521395712","TIC 272278272","Transit",23.19868100,0.00025460,-0.00025460,0.157000,,,0.000000,,,89.950,,,,,,,,,18.476000
"Kepler-1045","b","Gaia DR2 2106805501643509888","TIC 164670756","Transit",26.41045478,0.00007194,-0.00007194,0.161200,,,0.000000,,,89.950,,,,,,,,,69.200000
"Kepler-660","b","Gaia DR2 2130882023153533184","TIC 158662352","Transit",9.27358194,0.00001178,-0.00001178,0.075900,,,0.000000,,,89.380,,,,,,,,,21.600000
"Kepler-267","c","Gaia DR2 2085626983551485440","TIC 269357457","Transit",6.87744603,0.00000889,-0.00000889,0.054900,,,0.000000,,,88.260,,,,,,,,,26.000000
"Kepler-1232","b","Gaia DR2 2086814864122389760","TIC 351190880","Transit",26.78389350,0.00015820,-0.00015820,0.167300,,,0.000000,,,89.950,,,,,,,,,45.370000
"Kepler-981","b","Gaia DR2 2127914132032810112","TIC 158984916","Transit",4.46975774,0.00000586,-0.00000586,0.053500,,,0.000000,,,89.950,,,,,,,,,19.330000
"Kepler-1594","b","Gaia DR2 2128836308750694016","TIC 270695341","Transit",2.71603809,0.00001355,-0.00001355,0.039100,,,0.000000,,,89.380,,,,,,,,,11.240000
"Kepler-1332","b","Gaia DR2 2126102411750601088","TIC 159578257","Transit",11.87457664,0.00003944,-0.00003944,0.098600,,,0.000000,,,89.410,,,,,,,,,42.000000
"Kepler-336","b","Gaia DR2 2101792175299215488","TIC 122298677","Transit",2.02482300,0.00001700,-0.00001700,0.033000,,,,,,,,,,,,0.091,0.017,-0.017,
"Kepler-149","c","Gaia DR2 2100015089629466112","TIC 120638033","Transit",55.32913990,0.00051740,-0.00051740,0.277900,,,0.000000,,,89.800,,,,,,,,,60.800000
"Kepler-318","b","Gaia DR2 2085559604106082688","TIC 274198407","Transit",4.66271906,0.00000186,-0.00000186,0.056600,,,0.000000,,,89.380,,,,,,,,,13.444000
"Kepler-1110","b","Gaia DR2 2052691044021500032","TIC 351060274","Transit",9.69323000,0.00015000,-0.00015000,0.082000,,,0.000000,,,88.810,,,,,,,,,25.000000
"Kepler-1281","b","Gaia DR2 2134725911507401984","TIC 27458799","Transit",3.11604194,0.00001188,-0.00001188,0.041500,,,0.000000,,,89.170,,,,,,,,,13.389000
"Kepler-1389","b","Gaia DR2 2106303505865370752","TIC 279913347","Transit",99.25309510,0.00087110,-0.00087110,0.382500,,,0.000000,,,89.950,,,,,,,,,110.800000
"Kepler-261","c","Gaia DR2 2052528625536778624","TIC 137148674","Transit",24.57081569,0.00004692,-0.00004692,0.157400,,,0.000000,,,89.950,,,,,,,,,66.000000
"Kepler-339","d","Gaia DR2 2128911251641171200","TIC 26817284","Transit",10.55838956,0.00005336,-0.00005336,0.090300,,,0.000000,,,89.380,,,,,,,,,23.910000
"Kepler-748","b","Gaia DR2 2051722855314502400","TIC 137545963","Transit",7.40742502,0.00003660,-0.00003660,0.074500,,,0.000000,,,89.890,,,,,,,,,15.698000
"Kepler-890","b","Gaia DR2 2103062523544455296","TIC 158726129","Transit",52.75875577,0.00003345,-0.00003345,0.294800,,,0.000000,,,89.950,,,,,,,,,65.231000
"Kepler-330","c","Gaia DR2 2127181926007695744","TIC 158727691","Transit",15.95541913,0.00005098,-0.00005098,0.114000,,,0.000000,,,89.400,,,,,,,,,29.840000
"Kepler-257","c","Gaia DR2 2080246282881778048","TIC 273132699","Transit",6.58147884,0.00000501,-0.00000501,0.065600,,,0.000000,,,89.380,,,,,,,,,16.320000
"Kepler-774","b","Gaia DR2 2052629162133190784","TIC 122780849","Transit",11.08957230,0.00004373,-0.00004373,0.106800,,,0.000000,,,89.950,,,,,,,,,13.526000
"Kepler-746","b","Gaia DR2 2051034247508620672","TIC 122515955","Transit",3.48159251,0.00001115,-0.00001115,0.043700,,,0.000000,,,88.810,,,,,,,,,14.100000
"Kepler-279","b","Gaia DR2 2102456726998624640","TIC 158428960","Transit",12.30971679,0.00004786,-0.00004786,0.109900,,,0.000000,,,83.920,,,,,,,,,7.990000
"Kepler-1274","b","Gaia DR2 2107342716152550272","TIC 164781116","Transit",6.98141327,0.00007603,-0.00007603,0.080600,,,0.000000,,,83.270,,,,,,,,,5.970000
"Kepler-267","c","Gaia DR2 2085626983551485440","TIC 269357457","Transit",6.87744990,0.00000967,-0.00000967,0.055800,,,0.000000,,,89.380,,,,,,,,,36.100000
"Kepler-1564","b","Gaia DR2 2127625956907154048","TIC 159395366","Transit",18.05414690,0.00014840,-0.00014840,0.132700,,,0.000000,,,89.670,,,,,,,,,30.070000
"Kepler-1060","b","Gaia DR2 2100653527927414272","TIC 120691237","Transit",46.87793670,0.00030500,-0.00030500,0.238000,,,0.000000,,,88.810,,,,,,,,,32.500000
"Kepler-1124","b","Gaia DR2 2099183583961614208","TIC 120963454","Transit",,,,,,,,,,,,,,,,0.176,0.007,-0.009,
"Kepler-1010","b","Gaia DR2 2102899314789524480","TIC 158989909","Transit",,,,,,,,,,,,,,,,0.199,0.028,-0.016,
"Kepler-292","f","Gaia DR2 2077140987172577408","TIC 271960465","Transit",20.83429470,0.00012500,-0.00012500,0.144200,,,0.000000,,,88.810,,,,,,,,,30.100000
"Kepler-791","b","Gaia DR2 2052397886736075264","TIC 138303317","Transit",14.55397590,0.00010020,-0.00010020,0.124800,,,0.000000,,,84.220,,,,,,,,,8.920000
"Kepler-441","b","Gaia DR2 2131799084568477056","TIC 267667567","Transit",207.24795900,0.00315400,-0.00315400,0.584300,,,0.000000,,,89.950,,,,,,,,,206.000000
"Kepler-312","c","Gaia DR2 2078450436800904448","TIC 274030824","Transit",,,,,,,,,,,,,,,,0.346,0.066,-0.020,
"Kepler-1035","b","Gaia DR2 2102730157496733952","TIC 158927791","Transit",2.71407837,0.00000387,-0.00000387,0.038600,,,0.000000,,,84.010,,,,,,,,,8.310000
"Kepler-1101","b","Gaia DR2 2080048680026646912","TIC 271163971","Transit",81.31510590,0.00056930,-0.00056930,0.352200,,,0.000000,,,89.950,,,,,,,,,109.500000
"Kepler-354","c","Gaia DR2 2103860562828483712","TIC 120578185","Transit",16.93481040,0.00019900,-0.00019900,0.115000,,,0.000000,,,89.210,,,,,,,,,34.200000
"Kepler-253","c","Gaia DR2 2126576679217244160","TIC 63065911","Transit",10.28192877,0.00001849,-0.00001849,0.088500,,,0.000000,,,89.380,,,,,,,,,22.690000
"Kepler-1078","b","Gaia DR2 2077837390345483904","TIC 275494550","Transit",3.00725242,0.00001242,-0.00001242,0.038700,,,0.000000,,,72.190,,,,,,,,,2.880000
"Kepler-1194","b","Gaia DR2 2052662422359019904","TIC 137317096","Transit",16.22378479,0.00007758,-0.00007758,0.121200,,,0.000000,,,89.480,,,,,,,,,45.100000
"Kepler-866","b","Gaia DR2 2102794517586604288","TIC 159307214","Transit",2.61703254,0.00000731,-0.00000731,0.033100,,,0.000000,,,88.240,,,,,,,,,9.650000
"Kepler-194","b","Gaia DR2 2129234336259850240","TIC 63070427","Transit",2.09226999,0.00000631,-0.00000631,0.031600,,,0.000000,,,87.660,,,,,,,,,6.470000
"Kepler-1589","b","Gaia DR2 2076565908231148928","TIC 377909767","Transit",0.99165965,0.00000795,-0.00000795,0.020500,,,0.000000,,,71.480,,,,,,,,,2.407000
"Kepler-563","b","Gaia DR2 2128258141734121600","TIC 63289401","Transit",,,,,,,,,,,,,,,,0.267,0.021,-0.018,
"Kepler-266","c","Gaia DR2 2078328287926130304","TIC 271046092","Transit",,,,,,,,,,,,,,,,0.367,0.027,-0.023,
"Kepler-1211","b","Gaia DR2 2103785516859681152","TIC 120578889","Transit",11.01816836,0.00007975,-0.00007975,0.098500,,,0.000000,,,85.370,,,,,,,,,10.250000
"Kepler-250","d","Gaia DR2 2126903680847794048","TIC 159098652","Transit",17.64830851,0.00005499,-0.00005499,0.123200,,,0.000000,,,89.270,,,,,,,,,51.100000
"Kepler-551","b","Gaia DR2 2131523553827356544","TIC 350812580","Transit",,,,,,,,,,,,,,,,0.238,0.028,-0.011,
"Kepler-162","c","Gaia DR2 2078852754973778560","TIC 273036401","Transit",,,,,,,,,,,,,,,,0.349,0.025,-0.038,
"Kepler-1313","b","Gaia DR2 2125713940547834496","TIC 63213622","Transit",3.83309118,0.00000534,-0.00000534,0.045400,,,0.000000,,,88.810,,,,,,,,,20.310000
"Kepler-299","b","Gaia DR2 2131737340118958336","TIC 48304460","Transit",2.92721559,0.00001549,-0.00001549,0.040200,,,0.000000,,,87.660,,,,,,,,,8.050000
"Kepler-992","b","Gaia DR2 2131432706679279104","TIC 164723619","Transit",20.16034462,0.00005016,-0.00005016,0.142300,,,0.000000,,,87.660,,,,,,,,,20.220000
"Kepler-1041","b","Gaia DR2 2135071712211140608","TIC 27007509","Transit",24.75776520,0.00012150,-0.00012150,0.168800,,,0.000000,,,86.170,,,,,,,,,13.400000
"Kepler-1187","b","Gaia DR2 2099219867845754752","TIC 121021644","Transit",18.87064068,0.00006002,-0.00006002,0.140100,,,0.000000,,,89.950,,,,,,,,,45.220000
"Kepler-1325","b","Gaia DR2 2104094209049086976","TIC 164828023","Transit",,,,,,,,,,,,,,,,0.272,0.014,-0.052,
"Kepler-316","b","Gaia DR2 2126214287057239680","TIC 159522175","Transit",2.24048639,0.00000404,-0.00000404,0.027700,,,0.000000,,,88.810,,,,,,,,,11.500000
"OGLE-TR-111","b","Gaia DR2 5242089296564780416","TIC 465390152","Transit",4.01445400,0.00000380,-0.00000380,,,,,,,88.200,0.650,-0.850,,,,0.922,0.057,-0.067,
"Kepler-1032","b","Gaia DR2 2101146757674573568","TIC 122139228","Transit",3.29011795,0.00000505,-0.00000505,0.036100,,,0.000000,,,89.380,,,,,,,,,16.420000
"Kepler-1228","b","Gaia DR2 2080534148769345408","TIC 272596598","Transit",0.57736917,0.00000048,-0.00000048,,,,,,,,,,,,,,,,
"Kepler-542","b","Gaia DR2 2052695678282371840","TIC 137484431","Transit",13.14497566,0.00003491,-0.00003491,0.107400,,,0.000000,,,88.810,,,,,,,,,25.100000
"Kepler-291","c","Gaia DR2 2102509125599126144","TIC 158631683","Transit",5.70072513,0.00003146,-0.00003146,,,,,,,,,,,,,,,,
"Kepler-599","b","Gaia DR2 2103794420332069632","TIC 120686620","Transit",15.65563866,0.00003206,-0.00003206,0.112800,,,0.000000,,,89.420,,,,,,,,,29.890000
"Kepler-1187","b","Gaia DR2 2099219867845754752","TIC 121021644","Transit",18.87060067,0.00005374,-0.00005374,,,,,,,,,,,,,,,,
"Kepler-204","c","Gaia DR2 2104071978297949056","TIC 120495446","Transit",25.66165800,0.00025270,-0.00025270,,,,,,,,,,,,,0.129,0.020,-0.015,
"Kepler-1336","b","Gaia DR2 2080529922521395712","TIC 272278272","Transit",23.19868100,0.00025460,-0.00025460,0.157000,,,0.000000,,,89.950,,,,,,,,,18.476000
"Kepler-240","c","Gaia DR2 2101521042605000832","TIC 122712446","Transit",7.95355717,0.00001720,-0.00001720,0.073200,,,0.000000,,,89.950,,,,,,,,,23.750000
"Kepler-226","d","Gaia DR2 2128504397979254528","TIC 63204017","Transit",8.10904671,0.00007477,-0.00007477,0.075900,,,0.000000,,,88.810,,,,,,,,,16.800000
"Kepler-39","b","Gaia DR2 2080168561154800384","TIC 272836943","Transit",21.08721000,0.00003700,-0.00003700,0.163500,0.002700,-0.002800,0.130000,,,89.070,0.220,-0.220,20.10000,1.10000,-1.10000,1.240,0.090,-0.100,
"Kepler-350","c","Gaia DR2 2100338792724606720","TIC 120498491","Transit",17.84848082,0.00007625,-0.00007625,0.133600,,,0.000000,,,89.950,,,,,,,,,25.190000
"Kepler-342","c","Gaia DR2 2128298617506651904","TIC 63293562","Transit",26.23484780,0.00011080,-0.00011080,0.183700,,,0.000000,,,89.950,,,,,,,,,78.870000
"Kepler-44","b","Gaia DR2 2085222191474854656","TIC 239277658","Transit",3.24673265,0.00000041,-0.00000041,0.044200,,,0.000000,,,86.520,,,,,,,,,8.020000
"Kepler-1269","b","Gaia DR2 2130211080541825024","TIC 158559018","Transit",37.33314357,0.00001145,-0.00001145,,,,,,,,,,,,,,,,
"Kepler-1016","b","Gaia DR2 2080061393129929088","TIC 271164596","Transit",1.95452434,0.00000331,-0.00000331,,,,,,,,,,,,,0.194,0.033,-0.025,
"Kepler-1591","b","Gaia DR2 2079691991583086592","TIC 272491028","Transit",8.18504949,0.00007831,-0.00007831,,,,,,,,,,,,,0.113,0.037,-0.017,
"Kepler-636","b",,"TIC 138297607","Transit",16.08065871,0.00000040,-0.00000040,,,,,,,,,,,,,,,,
"Kepler-260","b","Gaia DR2 2051907813786770688","TIC 137348863","Transit",8.18740532,0.00000194,-0.00000194,,,,,,,,,,,,,,,,
"Kepler-132","d",,"TIC 237158274","Transit",18.01019900,0.00006700,-0.00006700,0.136000,,,,,,,,,,,,0.138,0.027,-0.027,
"Kepler-632","b",,"TIC 169181786","Transit",30.99661255,0.00000181,-0.00000181,,,,,,,,,,,,,,,,
"Kepler-274","b","Gaia DR2 2052307864222921088","TIC 137892978","Transit",11.63486400,0.00008446,-0.00008446,0.100200,,,0.000000,,,88.810,,,,,,,,,15.760000
"EPIC 249893012","c","Gaia DR2 6259263137059042048","TIC 432254760","Transit",15.62400000,0.00100000,-0.00100000,0.130000,0.010000,-0.020000,0.070000,0.080000,-0.050000,87.940,0.740,-1.050,0.04616,0.00579,-0.00595,0.327,0.015,-0.012,15.790000
"Kepler-1354","b","Gaia DR2 2052568585913107072","TIC 137096633","Transit",76.61337700,0.00077730,-0.00077730,0.352200,,,0.000000,,,88.810,,,,,,,,,41.200000
"Kepler-199","c","Gaia DR2 2076391669999950720","TIC 184090767","Transit",67.09329970,0.00013530,-0.00013530,0.321100,,,0.000000,,,89.950,,,,,,,,,76.610000
"Kepler-1065","c","Gaia DR2 2052203273182353920","TIC 378012771","Transit",2.37030743,0.00001691,-0.00001691,0.034400,,,0.000000,,,87.660,,,,,,,,,9.230000
"Kepler-502","b","Gaia DR2 2126099078855696256","TIC 159578156","Transit",4.28686431,0.00000322,-0.00000322,0.053200,,,0.000000,,,83.650,,,,,,,,,5.900000
"Kepler-1646","b","Gaia DR2 2102601381497162240","TIC 158552258","Transit",4.48559215,0.00001142,-0.00001142,0.029500,,,0.000000,,,89.360,,,,,,,,,39.800000
"Kepler-1119","b","Gaia DR2 2078920821617340416","TIC 272940104","Transit",8.32651530,0.00004777,-0.00004777,0.081200,,,0.000000,,,89.380,,,,,,,,,11.890000
"Kepler-476","b","Gaia DR2 2078122984191734016","TIC 271430806","Transit",14.00640607,0.00001794,-0.00001794,0.115100,,,0.000000,,,88.810,,,,,,,,,20.460000
"Kepler-1224","b","Gaia DR2 2099122522408063232","TIC 120964116","Transit",13.32354078,0.00009754,-0.00009754,0.116500,,,0.000000,,,89.500,,,,,,,,,25.880000
"Kepler-189","b","Gaia DR2 2106137960646125312","TIC 158494327","Transit",10.39986173,0.00004516,-0.00004516,0.086200,,,0.000000,,,87.280,,,,,,,,,15.970000
"Kepler-920","b","Gaia DR2 2131815577243101696","TIC 267570317","Transit",6.53192704,0.00002296,-0.00002296,0.068600,,,0.000000,,,89.380,,,,,,,,,16.120000
"Kepler-1427","b","Gaia DR2 2079963811471971584","TIC 271665352","Transit",0.96897238,0.00000677,-0.00000677,0.019600,,,0.000000,,,85.370,,,,,,,,,4.380000
"Kepler-1345","b","Gaia DR2 2126749714860677632","TIC 63288941","Transit",44.61675100,0.00030140,-0.00030140,0.263800,,,0.000000,,,88.990,,,,,,,,,35.000000
"Kepler-1309","b","Gaia DR2 2073622068939722368","TIC 171098231","Transit",28.84326470,0.00026520,-0.00026520,0.167900,,,0.000000,,,89.950,,,,,,,,,70.500000
"Kepler-200","b","Gaia DR2 2103671481186902912","TIC 120252452","Transit",8.59477700,0.00004600,-0.00004600,0.083000,,,0.000000,,,87.090,,,,,,,,,15.000000
"Kepler-238","e","Gaia DR2 2100624562669914240","TIC 121460918","Transit",23.65368621,0.00001710,-0.00001710,0.164400,,,0.000000,,,89.950,,,,,,,,,23.193000
"Kepler-219","b","Gaia DR2 2127771917075703424","TIC 158838045","Transit",4.58551200,0.00000800,-0.00000800,0.057000,,,,,,,,,,,,0.263,0.044,-0.044,
"Kepler-1018","b","Gaia DR2 2107016126838707200","TIC 164555061","Transit",49.10135140,0.00018760,-0.00018760,0.265700,,,0.000000,,,89.380,,,,,,,,,56.200000
"Kepler-186","e","Gaia DR2 2079000330051813504","TIC 268159861","Transit",22.40777444,0.00006784,-0.00006784,0.121800,,,0.000000,,,89.380,,,,,,,,,44.900000
"Kepler-326","c","Gaia DR2 2128098197152438144","TIC 270956861","Transit",4.58033862,0.00000673,-0.00000673,0.052800,,,0.000000,,,89.950,,,,,,,,,16.777000
"Kepler-360","b","Gaia DR2 2106316012810255104","TIC 158213532","Transit",3.28972217,0.00000833,-0.00000833,0.043600,,,0.000000,,,89.380,,,,,,,,,10.877000
"Kepler-1295","b","Gaia DR2 2126680651786377984","TIC 159723041","Transit",3.81371974,0.00002278,-0.00002278,0.046500,,,0.000000,,,89.950,,,,,,,,,14.770000
"Kepler-364","b","Gaia DR2 2119591206965104768","TIC 123358019","Transit",25.74571800,0.00054800,-0.00054800,0.178000,,,,,,,,,,,,0.138,0.033,-0.033,
"Kepler-374","d","Gaia DR2 2077745168807120128","TIC 270863576","Transit",5.02823900,0.00003200,-0.00003200,0.058000,,,0.000000,,,86.520,,,,,,,,,9.000000
"Kepler-231","c","Gaia DR2 2135223204298512128","TIC 27006192","Transit",19.27103179,0.00035100,-0.00035200,,,,,,,,,,,,,0.161,0.025,-0.022,
"Kepler-909","b","Gaia DR2 2127259505997243648","TIC 159096688","Transit",13.93290318,0.00004462,-0.00004462,0.118800,,,0.000000,,,89.380,,,,,,,,,40.910000
"Kepler-1287","b","Gaia DR2 2127802188005355648","TIC 158985675","Transit",11.47685909,0.00006466,-0.00006466,0.100100,,,0.000000,,,89.380,,,,,,,,,32.280000
"Kepler-170","b","Gaia DR2 2104098950692667264","TIC 120253745","Transit",7.93058352,0.00000941,-0.00000941,0.080000,,,0.000000,,,87.790,,,,,,,,,14.480000
"Kepler-1247","b","Gaia DR2 2128141799661062400","TIC 271165854","Transit",,,,,,,,,,,,,,,,0.202,0.057,-0.021,
"Kepler-712","c","Gaia DR2 2077961463362645632","TIC 271347119","Transit",226.89047000,0.00109600,-0.00109600,0.667600,,,0.000000,,,89.950,,,,,,,,,176.500000
"Kepler-1383","b","Gaia DR2 2078431642023279488","TIC 273507060","Transit",,,,,,,,,,,,,,,,0.134,0.009,-0.009,
"Kepler-1420","b","Gaia DR2 2077232246636173056","TIC 272184502","Transit",,,,,,,,,,,,,,,,0.128,0.015,-0.012,
"Kepler-325","b","Gaia DR2 2133021810218800384","TIC 267671250","Transit",4.54443777,0.00000500,-0.00000500,0.051700,,,0.000000,,,89.950,,,,,,,,,20.495000
"Kepler-373","c","Gaia DR2 2133124511477266176","TIC 299218776","Transit",16.72619690,0.00014750,-0.00014750,,,,,,,,,,,,,,,,
"Kepler-1125","b","Gaia DR2 2076598687419100800","TIC 184009076","Transit",17.67006420,0.00011760,-0.00011760,0.128300,,,0.000000,,,89.950,,,,,,,,,23.660000
"Kepler-545","b","Gaia DR2 2101191326556650368","TIC 122446089","Transit",13.24934059,0.00002104,-0.00002104,0.112400,,,0.000000,,,88.810,,,,,,,,,21.820000
"Kepler-286","d","Gaia DR2 2129503716608032256","TIC 290035455","Transit",5.91428767,0.00003407,-0.00003407,0.064000,,,0.000000,,,88.810,,,,,,,,,16.250000
"Kepler-1046","b","Gaia DR2 2080369355161370240","TIC 272601000","Transit",14.37508035,0.00004094,-0.00004094,0.120200,,,0.000000,,,89.380,,,,,,,,,36.520000
"Kepler-801","b","Gaia DR2 2106293816419205504","TIC 158171839","Transit",,,,,,,,,,,,,,,,0.185,0.007,-0.006,
"Kepler-1089","b","Gaia DR2 2129928884010551936","TIC 350810654","Transit",5.13248612,0.00000963,-0.00000963,0.049700,,,0.000000,,,89.540,,,,,,,,,27.000000
"Kepler-1436","b","Gaia DR2 2086298132320300288","TIC 273378908","Transit",9.70571600,0.00016380,-0.00016380,0.088100,,,0.000000,,,88.240,,,,,,,,,10.220000
"Kepler-101","c","Gaia DR2 2131709921047710336","TIC 48304653","Transit",6.02979518,0.00007054,-0.00007054,0.067500,,,0.000000,,,87.660,,,,,,,,,10.830000
"Kepler-1542","e","Gaia DR2 2105526799680172032","TIC 279915941","Transit",,,,,,,,,,,,,,,,0.084,0.006,-0.004,
"Kepler-567","b","Gaia DR2 2086532122140235904","TIC 28231454","Transit",16.54295261,0.00005362,-0.00005362,0.122900,,,0.000000,,,89.410,,,,,,,,,31.840000
"Kepler-342","b","Gaia DR2 2128298617506651904","TIC 63293562","Transit",15.17026179,0.00004137,-0.00004137,0.127500,,,0.000000,,,89.950,,,,,,,,,29.328000
"Kepler-136","c","Gaia DR2 2077203178296653056","TIC 272375343","Transit",,,,,,,,,,,,,,,,0.193,0.010,-0.008,
"Kepler-735","b","Gaia DR2 2107285644626768640","TIC 164780824","Transit",,,,,,,,,,,,,,,,0.223,0.018,-0.017,
"Kepler-630","b","Gaia DR2 2053235577156249088","TIC 138216186","Transit",,,,,,,,,,,,,,,,0.379,0.039,-0.034,
"Kepler-657","b","Gaia DR2 2129158435598210816","TIC 159643991","Transit",24.54350418,0.00006435,-0.00006435,0.165400,,,0.000000,,,89.950,,,,,,,,,26.290000
"Kepler-900","b","Gaia DR2 2080548957816447872","TIC 272278496","Transit",,,,,,,,,,,,,,,,0.162,0.025,-0.019,
"Kepler-940","b","Gaia DR2 2128594420494169856","TIC 270959279","Transit",,,,,,,,,,,,,,,,0.288,0.034,-0.046,
"Kepler-738","b","Gaia DR2 2130427821771278976","TIC 158490928","Transit",24.58716355,0.00008739,-0.00008739,0.155200,,,0.000000,,,89.020,,,,,,,,,37.700000
"Kepler-391","c","Gaia DR2 2133196151531241216","TIC 290032428","Transit",20.48538930,0.00031650,-0.00031650,0.153000,,,0.000000,,,84.530,,,,,,,,,8.760000
"Kepler-1633","b","Gaia DR2 2127190000546917632","TIC 158789121","Transit",,,,,,,,,,,,,,,,0.234,0.033,-0.037,
"Kepler-1618","b","Gaia DR2 2080067440443554176","TIC 271546110","Transit",6.10826019,0.00008991,-0.00008991,0.070900,,,0.000000,,,87.660,,,,,,,,,11.540000
"Kepler-1446","b","Gaia DR2 2127777307254217472","TIC 159050852","Transit",,,,,,,,,,,,,,,,0.067,0.004,-0.003,
"Kepler-1459","b","Gaia DR2 2107084399639196544","TIC 123448077","Transit",62.86916110,0.00095860,-0.00095860,0.290100,,,0.000000,,,89.950,,,,,,,,,83.800000
"CoRoT-17","b","Gaia DR2 4255957040079935488","TIC 218299312","Transit",3.76810000,0.00030000,-0.00030000,0.048100,0.001500,-0.001600,0.081000,,,88.300,1.500,-1.500,2.41000,0.27000,-0.26000,1.020,0.070,-0.070,
"Kepler-223","e","Gaia DR2 2086337508581280256","TIC 273876171","Transit",19.72527535,0.00027209,-0.00027209,,,,,,,,,,,,,,,,
"Kepler-234","c","Gaia DR2 2052688467040906624","TIC 137318075","Transit",7.21204844,0.00000291,-0.00000291,,,,,,,,,,,,,,,,
"Kepler-497","b","Gaia DR2 2052865419692829056","TIC 122605766","Transit",3.57321000,0.00000330,-0.00000330,0.043000,,,0.000000,,,88.240,,,,,,,,,9.600000
"Kepler-566","b","Gaia DR2 2129241586165440768","TIC 159727092","Transit",18.42792967,0.00000230,-0.00000230,,,,,,,,,,,,,,,,
"Kepler-349","b","Gaia DR2 2126415051008325376","TIC 270615037","Transit",5.92973644,0.00001305,-0.00001305,0.064200,,,0.000000,,,89.380,,,,,,,,,18.630000
"Kepler-1050","c","Gaia DR2 2143749504651818368","TIC 48216453","Transit",,,,,,,,,,,,,,,,0.120,0.008,-0.009,
"Kepler-1480","b","Gaia DR2 2129758940745727488","TIC 26541144","Transit",,,,,,,,,,,,,,,,0.177,0.014,-0.054,
"Kepler-1523","b","Gaia DR2 2080193506325008256","TIC 272083995","Transit",,,,,,,,,,,,,,,,0.138,0.008,-0.007,
"Kepler-319","b","Gaia DR2 2101230049979183232","TIC 121786630","Transit",4.36275831,0.00000576,-0.00000576,,,,,,,,,,,,,,,,
"Kepler-259","c","Gaia DR2 2130405041264941184","TIC 158664318","Transit",36.92564000,0.00042000,-0.00042000,0.218000,,,0.000000,,,88.810,,,,,,,,,40.000000
"Kepler-901","b","Gaia DR2 2101525749889208576","TIC 122712179","Transit",3.51749439,0.00000352,-0.00000352,0.036600,,,0.000000,,,89.950,,,,,,,,,18.494000
"Kepler-316","c","Gaia DR2 2126214287057239680","TIC 159522175","Transit",6.82778390,0.00001740,-0.00001740,0.058200,,,0.000000,,,89.950,,,,,,,,,21.950000
"Kepler-641","b","Gaia DR2 2125777643502580864","TIC 63006978","Transit",9.48961571,0.00002398,-0.00002398,0.087900,,,0.000000,,,88.240,,,,,,,,,18.440000
"Kepler-115","c","Gaia DR2 2079368391569401600","TIC 273383120","Transit",8.99088871,0.00001116,-0.00001116,0.084700,,,0.000000,,,89.380,,,,,,,,,16.920000
"Kepler-199","b","Gaia DR2 2076391669999950720","TIC 184090767","Transit",23.64219092,0.00002467,-0.00002467,0.160200,,,0.000000,,,89.950,,,,,,,,,36.903000
