HIP,X,Y,Z,Exo,Discovery,Multi,MaxPMass,StarMass,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y1
45621,-10.32775512,-31.14760067,8.221889739,0, None,0,0,0,0.12,nan,nan,nan,0.03,nan,nan,0.08,nan,nan,0.04,nan,nan,nan,nan,0.01,nan
45699,0.932346005,16.80626716,-37.00183325,0, None,0,0,0,-0.27,nan,0.05,0.07,-0.3,-0.1,-0.37,-0.16,-0.18,nan,-0.23,-0.37,nan,-0.61,-0.27,-0.3,nan
45733,-1.445361752,29.69571829,57.63425275,0, None,0,0,0,-0.43,nan,nan,-0.12,-0.44,-0.21,-0.35,-0.36,-0.38,nan,-0.32,-0.52,-0.53,-0.71,nan,-0.5,-0.6
45737,-1.182711822,17.51347468,22.00075759,0, None,0,0,0,0.04,nan,0.17,0.17,0.03,0.11,0.09,0.07,0.08,nan,0.12,0.12,0.03,-0.1,nan,0.06,-0.03
45749,4.711003198,-35.11326841,-7.652845086,0, None,0,0,0,-0.24,nan,-0.21,-0.45,-0.2,-0.18,-0.19,-0.2,-0.17,-0.17,-0.1,-0.08,-0.19,-0.39,-0.23,-0.25,nan
45751,-12.17503801,84.88666211,57.60302324,0, None,0,0,0,-0.01,-2.24,-0.24,-0.07,0.16,0.04,0.07,0.06,0.03,0.03,-0.05,-0.19,-0.02,-0.14,0,-0.08,0.01
45807,-5.326181641,16.42098253,117.5034964,0, None,0,0,0,0.38,nan,0.46,0.44,0.52,0.27,0.44,0.47,0.37,nan,0.41,nan,0.22,nan,nan,0.52,nan
45811,21.27842558,-64.19503599,8.90029877,0, None,0,0,0,0.06,-2.36,-0.24,-0.19,0.2,0.2,0.17,0.17,0.17,0.03,0.02,-0.08,0.09,-0.1,0.03,0.02,0.1
45856,-27.52821157,59.09801374,29.68068566,0, None,0,0,0,-0.35,-3.22,-0.54,-0.35,-0.23,-0.15,-0.16,-0.2,-0.22,-0.3,-0.26,-0.33,-0.35,-0.51,-0.28,-0.37,-0.45
45859,-6.383992592,12.82701414,24.41954158,0, None,0,0,0,-0.17,nan,-0.19,-0.25,-0.39,-0.17,-0.27,-0.17,-0.11,nan,-0.14,-0.13,-0.17,-0.38,nan,-0.21,-0.07
45863,16.38564074,-31.57712569,-30.77086262,0, None,0,0,0,0.09,nan,nan,nan,-0.03,nan,nan,-0.07,nan,nan,-0.04,nan,nan,nan,nan,-0.09,nan
45896,-4.047565729,6.422309895,89.60706826,0, None,0,0,0,0.21,-2.9,0.02,0.06,0.25,0.27,0.42,0.23,0.23,0.24,0.24,0.26,0.32,0.17,0.27,0.27,0.29
45940,6.502401936,-7.343854365,33.56099287,0, None,0,0,0,-0.16,nan,-0.16,-0.26,-0.13,-0.03,-0.05,-0.12,-0.07,-0.07,-0.01,-0.07,-0.13,-0.32,-0.1,-0.13,nan
46007,16.52756295,-11.86949268,-40.16446372,0, None,0,0,0,0.29,nan,0.29,nan,0.3,0.19,0.22,0.29,0.22,nan,0.24,0.27,0.31,nan,0.28,0.37,nan
46026,42.01213571,-26.94433316,31.26254999,0, None,0,0,0,-0.04,-2.88,-0.28,-0.14,0.05,0.03,0.06,0.03,-0.01,-0.01,-0.07,-0.22,-0.06,-0.16,-0.03,-0.1,0.03
46029,86.98987895,-54.0328299,-38.51733624,0, None,0,0,0,0.12,-0.28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
46046,35.27449464,-19.98130844,-30.71929421,0, None,0,0,0,0.02,-0.87,0.04,0.03,0.05,-0.03,0.09,0.05,0.08,0.12,0.13,0.04,0.01,-0.15,0.09,0.05,nan
46126,-34.55986965,9.807057997,-44.01980019,0, None,0,0,0,0.16,-1.1,0.04,-0.06,0.07,0.23,0.05,0.11,0.14,0.15,0.15,0.11,0.15,-0.02,0.08,0.15,nan
46146,-30.06794789,6.346091635,53.53541246,0, None,0,0,0,0.03,-3.04,-0.14,-0.03,0.19,0.11,0.24,0.26,0.05,0,0.04,0.12,0.12,-0.04,0.11,0.07,-0.11
46197,111.5679067,-9.14606511,-6.088587988,0, None,0,0,0,0.12,nan,nan,0.07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
46324,13.10349342,4.149910738,-37.27648934,0, None,0,0,0,0.26,nan,-0.05,nan,0.22,nan,0.15,0.18,0.25,nan,0.2,nan,nan,nan,0.15,0.3,nan
46325,-29.16365054,-9.283458806,83.20193202,0, None,0,0,0,0.55,nan,nan,0.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
46360,24.44898067,10.84363568,37.71032484,0, None,0,0,0,0.18,nan,0.1,0.18,0.29,0.14,0.19,0.16,0.18,0.39,0.27,0.55,0.07,-0.03,0.23,0.19,nan
46388,-1.088737691,-0.610165358,-50.0595571,0, None,0,0,0,0.09,nan,0.15,0.06,0.09,0.12,-0.1,0.14,0.1,nan,0.15,nan,0.09,nan,nan,0.09,nan
46390,34.46634077,19.97338516,-38.32650183,0, None,0,0,0,0.08,-3.12,-0.41,-0.38,0.36,-0.01,0.23,0.25,0.07,-0.2,0.04,0.02,0.12,0.07,0.02,0,-0.16
46404,-24.96972483,-16.13964767,6.404156371,0, None,0,0,0,-0.24,-2.17,0.02,-0.09,-0.21,-0.06,-0.03,-0.08,-0.13,-0.07,-0.06,-0.24,-0.28,-0.5,-0.09,-0.28,-0.14
46422,31.52379107,22.4125769,5.004865695,0, None,0,0,0,-0.07,nan,-0.05,nan,-0.14,-0.1,-0.16,-0.09,-0.04,nan,0.01,-0.03,-0.01,nan,-0.13,-0.11,nan
46453,-59.46010982,-54.35004947,8.809526057,0, None,0,0,0,0.23,-0.62,nan,0.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
46454,22.80308571,20.92185374,11.93222945,0, None,0,0,0,0.07,-1.28,0.05,-0.13,0.07,0.19,0.07,0.05,0.11,0.25,0.07,-0.04,0.04,-0.11,0.14,0.02,0.06
46509,9.842675575,12.79701158,-6.310840961,0, None,0,0,0,0.2,nan,nan,nan,0.12,0.52,nan,0.3,0.32,nan,0.48,0.32,0.33,-0.03,0.79,0.28,1.43
46543,13.2217532,21.21493319,49.71765731,0, None,0,0,0,-0.3,nan,-0.42,-0.32,-0.38,-0.19,-0.28,-0.32,-0.23,-0.32,-0.24,-0.34,-0.32,-0.47,-0.2,-0.35,-0.21
46580,-4.66171584,-9.343230254,-7.58628073,0, None,0,0,0,0.09,-3.23,0.9,-0.01,-0.01,0.16,0.05,0.06,0.06,0.1,0.1,0.07,0.08,0,0.18,0.04,-0.11
46618,24.75299301,68.11721245,-9.532009668,0, None,0,0,0,0.28,-3.34,0.02,-0.06,0.42,0.4,0.58,0.41,0.32,0.2,0.19,0.39,0.33,0.17,0.31,0.28,0.13
46631,13.86202409,44.23029003,24.16791167,0, None,0,0,0,-0.64,nan,-0.36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
46639,26.09871248,86.88443699,64.36700602,0, None,0,0,0,-0.04,nan,-0.08,-0.08,-0.21,-0.12,-0.29,-0.12,0.02,nan,0.01,-0.23,-0.07,-0.4,nan,-0.14,0
46677,6.057456048,30.38158424,8.218956519,0, None,0,0,0,0.02,nan,0.28,0.19,0.16,0.05,0.13,0.05,0.07,0.21,0.19,0.42,0.06,-0.07,0.18,0.07,nan
46701,-8.836791059,-64.18112669,-34.20135135,0, None,0,0,0,-0.07,-3.86,-0.14,0.02,0.1,-0.1,0.21,0.13,0.05,-0.11,0.04,0.23,0.07,-0.29,-0.03,-0.07,-0.18
46768,-2.557369925,64.05024466,88.81234924,0, None,0,0,0,-0.07,-3.37,-0.21,-0.12,-0.07,0.02,0.13,0.1,-0.05,-0.07,-0.05,-0.09,-0.03,-0.29,-0.05,-0.1,-0.06
46771,0.87485099,-19.79391897,-63.05420563,0, None,0,0,0,0.03,-3.33,-0.2,-0.23,0.18,0.19,0.15,0.14,0.02,-0.12,-0.1,-0.04,-0.01,-0.07,-0.02,-0.03,-0.1
46816,0.574003166,-3.453926531,18.28985579,0, None,0,0,0,0.37,nan,nan,nan,0.09,nan,nan,0.45,nan,nan,0.14,nan,nan,nan,nan,0.15,nan
46843,-1.192876844,4.868898584,17.07286941,0, None,0,0,0,0.01,-0.68,-0.03,0.02,-0.09,0.01,-0.01,-0.04,0.11,0.01,0.05,-0.01,0.06,-0.12,0.1,-0.09,-0.03
46853,0.575864764,-2.036665241,13.31169667,0, None,0,0,0,-0.11,-0.14,-0.15,0.05,-0.19,-0.13,-0.26,-0.13,-0.02,-0.1,-0.06,-0.09,-0.09,-0.34,-0.06,-0.21,0.01
46869,-23.56900905,72.11970494,-99.53585201,0, None,0,0,0,-0.1,-2.82,-0.31,-0.14,0.02,-0.03,0.07,0.03,0,-0.09,-0.11,-0.19,-0.06,-0.23,-0.09,-0.13,-0.11
46880,-25.04481394,66.63770383,-85.31033194,0, None,0,0,0,0.27,-1.91,0.01,0.07,0.6,0.41,0.32,0.42,0.2,0.22,0.22,0.13,0.31,0.24,0.32,0.28,0.16
46888,14.779609,-37.17887364,-54.61900227,0, None,0,0,0,-0.03,nan,nan,-0.15,-0.11,0.09,-0.05,-0.08,0.01,0.07,-0.03,-0.08,-0.1,-0.17,0.05,-0.09,-0.06
46893,29.28918023,-71.12695949,-98.33163364,0, None,0,0,0,0.12,-3.46,-0.22,-0.05,0.37,0.29,0.39,0.31,0.17,0.07,0.13,0.19,0.22,0.08,0.17,0.16,0.05
46903,-11.79715332,25.90401751,35.51860302,0, None,0,0,0,0.11,-1.26,0.03,-0.24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
46904,21.99738342,-47.47164503,-139.5452808,0, None,0,0,0,0.14,-3.34,-0.15,-0.03,0.29,0.25,0.38,0.33,0.2,0.15,0.18,0.28,0.26,0.14,0.2,0.19,0.16
46952,8.685577434,-12.3409749,-54.67713741,0, None,0,0,0,0.05,-2.93,-0.22,-0.08,0.12,0.06,0.13,0.06,0.04,0.01,0.01,-0.09,0.07,-0.11,0.04,-0.04,0.01
46977,15.12491084,-18.77133518,20.93566086,0, None,0,0,0,-0.23,-1.92,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47002,18.39170832,-19.75058485,36.98863086,0, None,0,0,0,0.01,nan,-0.3,nan,-0.16,-0.04,-0.06,-0.04,-0.03,nan,0.03,0.04,0.09,nan,-0.07,-0.01,nan
47029,-16.68449151,15.45647165,62.01091761,0, None,0,0,0,-0.08,-2.79,-0.27,-0.08,-0.07,-0.01,0.02,0.02,-0.03,-0.06,-0.09,-0.26,-0.1,-0.2,-0.02,-0.12,-0.05
47048,31.62045093,-26.29884287,88.36355054,0, None,0,0,0,-0.46,nan,nan,-0.4,-0.42,-0.36,-0.64,-0.46,-0.38,-0.37,-0.45,0.12,-0.56,nan,nan,-0.49,-0.56
47080,-2.936796221,1.994033757,-10.80040563,0, None,0,0,0,0.33,-2.74,0.26,0.15,0.44,0.38,0.4,0.34,0.37,0.38,0.37,0.33,0.38,0.36,0.45,0.39,0.37
47124,43.26772614,-22.29682188,-78.46471566,0, None,0,0,0,0.17,nan,0.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47172,-96.7264136,32.04155419,-50.88673733,0, None,0,0,0,-0.05,nan,nan,nan,0.09,0.03,0.05,0.07,0.01,0.1,0.06,0.12,-0.03,0.18,0.09,-0.04,nan
47190,55.54893406,-14.18436297,-29.4062907,0, None,0,0,0,0.14,nan,0.14,0.13,0.07,0.08,0.08,0.15,0.06,nan,0.13,0.05,0.12,nan,0.11,0.16,nan
47199,60.48182232,-13.66080155,-59.25094218,0, None,0,0,0,0.01,nan,nan,nan,0.18,-0.01,0.07,0.14,0.06,0.12,0.06,0.1,0.05,-0.06,0.09,0,nan
47205,62.68174856,-13.38047196,39.52509095,0, None,0,0,0,0.05,-1.97,-0.21,-0.04,0.06,0.12,0.19,0.06,0.05,0.04,-0.04,-0.02,0.11,-0.07,0.04,0.01,0.15
47224,-3.522111428,0.513771955,110.0746253,0, None,0,0,0,0.21,nan,nan,nan,0.29,0.2,0.27,0.2,0.13,0.23,0.23,0.41,0.08,0.2,0.35,0.09,nan
47225,32.67382429,-4.728844685,9.279385676,0, None,0,0,0,-0.21,-1.26,-0.13,-0.19,-0.26,-0.11,-0.16,-0.18,-0.09,-0.13,-0.09,-0.22,-0.22,-0.49,-0.23,-0.22,-0.27
47231,-84.09468921,9.025326443,-48.81976949,0, None,0,0,0,-0.07,nan,-0.26,-0.08,-0.17,0.02,nan,-0.16,-0.06,nan,-0.07,-0.1,nan,-0.2,nan,-0.16,nan
47255,32.04196986,-0.992538688,31.2702177,0, None,0,0,0,-0.01,nan,0.05,nan,0.04,-0.04,-0.06,-0.03,0.02,nan,0.06,0.05,nan,nan,-0.09,0.01,nan
47267,102.3015295,-0.745399028,103.545515,0, None,0,0,0,-0.03,nan,nan,-0.46,0.13,0.07,0.06,0.04,0.11,-0.43,-0.02,-0.08,-0.02,nan,-0.2,-0.05,0.37
47292,-14.31522027,-0.828634894,52.94732135,0, None,0,0,0,-0.3,-0.79,nan,-0.03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47310,-5.671503128,-0.573875875,-90.40015823,0, None,0,0,0,-0.29,-3.29,-0.37,-0.23,-0.17,-0.11,-0.01,-0.08,-0.25,-0.3,-0.15,-0.27,-0.2,-0.37,-0.09,-0.28,-0.14
47399,-8.481646131,-3.106301386,-71.53000677,0, None,0,0,0,0.04,nan,nan,-0.05,-0.17,nan,-0.22,-0.04,0.03,0.02,0.02,-0.09,-0.05,-0.15,0.08,-0.09,0.1
47431,30.16401883,14.59431921,-73.42535191,0, None,0,0,0,-0.06,-2.59,-0.35,-0.19,0.13,0.03,0.09,0.19,-0.09,-0.16,-0.11,-0.08,0.01,-0.21,-0.04,-0.08,-0.08
47437,-94.33256951,-49.46958312,-9.634808066,0, None,0,0,0,-0.17,nan,-0.3,-0.2,-0.36,-0.18,-0.25,-0.34,-0.16,nan,-0.18,-0.24,-0.23,-0.29,nan,-0.15,-0.08
47455,-25.68168288,-17.18716364,-96.48943932,0, None,0,0,0,0.43,nan,0.39,0.13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47463,-14.94330092,-10.6527765,-114.2765732,0, None,0,0,0,0.28,nan,0.14,0.22,0.2,0.22,0.23,0.29,0.17,nan,0.34,0.06,0.28,0.17,nan,0.38,0.26
47570,-27.47019441,-41.70307642,94.0622024,0, None,0,0,0,0.09,-2.75,-0.18,-0.15,0.25,-0.01,0.14,0.15,0.08,0.05,0.05,-0.06,0.05,0.03,0.11,0.04,0.16
47587,6.636207475,11.01504596,47.60328292,0, None,0,0,0,0.23,nan,nan,0.03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47592,2.600932824,4.511943433,14.08050081,0, None,0,0,0,-0.03,-0.75,0.07,0.07,-0.1,0.05,-0.2,-0.01,-0.01,0.25,0.01,-0.08,-0.06,-0.21,0.01,-0.04,0.04
47631,-18.08684416,-42.08331368,-27.20747635,0, None,0,0,0,-0.02,-1.37,nan,nan,nan,nan,-0.03,-0.03,-0.15,nan,nan,nan,nan,nan,nan,nan,nan
47654,-49.66649673,-137.9584991,0.578554593,0, None,0,0,0,0.11,-2.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47690,1.142516083,4.940513955,-17.498308,0, None,0,0,0,0.29,nan,nan,-0.04,nan,0.09,nan,0.3,nan,nan,0.28,nan,nan,0.33,nan,nan,0.24
47856,5.343879952,-22.88468197,-91.36574127,0, None,0,0,0,0.28,nan,0.25,0.23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47908,-5.89612085,14.81061849,-73.94416491,0, None,0,0,0,0.05,-2.53,nan,nan,nan,nan,nan,nan,nan,nan,0,0.07,0.04,nan,nan,-0.02,0.13
47956,-5.208906795,9.511772226,-55.47913156,0, None,0,0,0,-0.14,nan,nan,nan,-0.08,-0.08,-0.06,-0.04,-0.02,-0.04,-0.02,0,-0.07,-0.28,-0.03,-0.15,nan
47973,-19.20137971,28.50651544,73.31504146,0, None,0,0,0,0.09,nan,-0.19,-0.17,-0.09,-0.01,-0.05,-0.14,0.03,nan,0.01,-0.03,0.05,0.02,nan,0.1,0.25
48000,-37.81832142,46.17331402,-42.48338465,0, None,0,0,0,0.06,nan,nan,0.02,0.11,0.11,0.08,0.08,0.13,0.51,0.11,0.03,0.08,-0.05,0.17,0.04,0.42
48113,7.240824624,-4.033615947,16.39252636,0, None,0,0,0,0.17,-1,0.13,0.15,0.14,0.21,0.17,0.13,0.18,0.36,0.16,0.09,0.12,0.02,0.23,0.13,0.19
48119,-88.92829891,47.19843878,13.85323825,0, None,0,0,0,0.09,nan,nan,nan,0.31,0.11,0.15,0.16,0.16,0.2,0.15,0.2,0.1,-0.01,0.12,0.08,nan
48141,-34.88045178,16.66861352,15.86802801,0, None,0,0,0,-0.19,-1.9,-0.16,-0.3,-0.23,-0.17,-0.18,-0.17,-0.12,-0.16,-0.09,-0.13,-0.15,-0.4,-0.24,-0.23,nan
48351,-40.84455815,-7.665734165,4.216979577,0, None,0,0,0,0.14,-1.83,0.21,0.11,0.13,0.21,0.08,0.13,0.18,0.34,0.17,0.1,0.1,0.01,0.23,0.13,0.16
48356,51.49003281,11.22556198,-61.38866511,0, None,0,0,0,0.07,-1.91,-0.24,-0.22,0.25,0.14,0.15,0.16,0.11,0.09,0.05,-0.01,0.07,-0.02,0.09,-0.01,0.12
48376,13.98358006,3.830912532,43.96738165,0, None,0,0,0,0.08,nan,0.17,0.03,-0.06,0.12,-0.02,0.04,0.17,0.25,0.08,0,0.04,-0.09,0.21,0.01,nan
48396,76.38933597,27.29465239,88.10359607,0, None,0,0,0,0.13,-2.86,-0.24,-0.03,0.35,0.28,0.41,0.28,0.23,0.16,0.12,0.15,0.18,0.11,0.18,0.15,0.1
48413,-127.9972009,-53.38520085,10.51455516,0, None,0,0,0,0.08,-2.67,-0.31,-0.15,0.34,0.2,0.23,0.2,0.19,0.05,0.06,0.02,0.14,-0.05,0.11,0.04,0.11
48423,-14.28602879,-6.308137474,-28.84097569,0, None,0,0,0,0.2,-1.26,0.07,0.04,-0.03,0.03,-0.08,0.09,0.15,nan,0.13,0.06,0.12,-0.01,nan,0.11,0.19
48433,88.53484972,44.38341787,54.13511817,0, None,0,0,0,-0.05,-2.12,-0.16,-0.12,-0.15,0.07,-0.02,-0.07,-0.01,-0.09,-0.06,-0.15,-0.06,-0.15,-0.01,-0.11,-0.01
48468,26.36175076,17.56255973,-43.54846715,0, None,0,0,0,0.15,nan,0.28,0.19,0.26,0.23,0.18,0.18,0.22,0.27,0.21,0.11,0.14,0.07,0.21,0.15,0.16
48524,18.3764978,18.80263459,38.28932227,0, None,0,0,0,-0.12,nan,-0.11,-0.19,-0.32,-0.15,-0.31,-0.18,-0.13,nan,-0.17,-0.15,-0.16,-0.39,nan,-0.17,-0.14
48537,-20.60558262,-22.82521082,66.08201012,0, None,0,0,0,-0.01,nan,-0.09,-0.12,-0.22,-0.07,-0.19,-0.12,0.01,nan,-0.05,-0.08,-0.03,-0.17,nan,-0.03,0.12
48559,-45.58136246,-57.08393797,-75.17561967,0, None,0,0,0,0.04,-3.37,-0.1,-0.08,0.24,0.23,0.28,0.23,0.1,0.05,0.06,0.26,0.1,0.03,0.1,0.06,-0.09
48583,7.591615064,11.19316071,-75.18745518,0, None,0,0,0,0.37,nan,0.39,0.45,0.39,0.29,0.31,0.37,0.28,nan,0.34,0.36,0.33,nan,0.48,0.45,nan
48594,9.157025467,14.04334058,-23.91445124,0, None,0,0,0,-0.24,nan,-0.23,nan,-0.17,-0.2,-0.12,-0.23,-0.17,0.08,0.04,0.28,-0.16,-0.39,-0.13,-0.21,nan
48638,7.704748551,15.48477181,-118.5049832,0, None,0,0,0,0.31,-2.79,0.02,0.16,0.53,0.38,0.52,0.4,0.39,0.35,0.38,0.4,0.4,0.37,0.39,0.37,0.43
48680,-8.32560158,-27.13801771,26.01772392,0, None,0,0,0,0.03,nan,0.06,0.07,0.05,0.01,0.11,0.05,0.04,0.3,0.18,0.43,0.01,-0.17,0.11,0.01,nan
48701,-9.915389982,-40.75044189,16.87737738,0, None,0,0,0,-0.5,-1.35,-0.16,-0.19,-0.48,-0.47,-0.61,-0.41,-0.48,nan,-0.57,-0.63,nan,-0.72,-0.54,-0.55,nan
48718,5.581776208,31.92556285,-1.748914548,0, None,0,0,0,0.16,nan,0.29,nan,nan,0.08,nan,0.12,0.16,nan,0.13,nan,nan,nan,nan,0.15,nan
48754,2.030145308,31.23312256,-20.95248138,0, None,0,0,0,-0.24,nan,-0.2,-0.47,-0.23,-0.16,-0.19,-0.2,-0.13,-0.19,-0.1,-0.15,-0.2,-0.41,-0.26,-0.26,nan
48833,-5.349215849,26.97194276,-6.004509195,0, None,0,0,0,-0.28,nan,nan,-0.09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
48861,4.327819288,-16.19142265,120.0478494,0, None,0,0,0,0.23,-2.79,-0.15,-0.1,0.39,0.29,0.4,0.38,0.24,0.11,0.15,0.15,0.24,0.19,0.17,0.24,0.07
48946,-14.25148566,22.82603332,-45.88247922,0, None,0,0,0,0.14,-1.28,0.16,-0.02,0.14,0.09,0.08,0.13,0.09,0.19,0.14,0.13,0.13,0.06,0.15,0.15,nan
48982,-13.05018461,16.28716935,-103.0604821,0, None,0,0,0,0.07,-2.75,-0.19,-0.07,0.17,0.25,0.23,0.25,0.15,-0.01,0.05,0.01,0.11,0.01,0.09,0.09,0.02
49024,-2.881878111,2.800806271,47.20014598,0, None,0,0,0,-0.04,-0.99,0.14,-0.01,0,-0.01,-0.24,0.01,0,nan,0.03,nan,-0.08,nan,nan,-0.05,nan
49039,-49.5327802,43.29526233,-52.96625565,0, None,0,0,0,-0.03,nan,0.14,0.33,0.05,0.01,-0.12,0,0.03,nan,0.05,-0.01,-0.07,-0.39,-0.04,-0.04,nan
49070,-41.26108599,26.23990255,14.19436362,0, None,0,0,0,-0.35,-1.16,-0.05,-0.13,-0.4,-0.32,-0.51,-0.28,-0.36,nan,-0.43,-0.48,nan,-0.72,-0.41,-0.42,nan
49081,11.2560866,-6.780879415,7.32950902,0, None,0,0,0,0.26,-1.9,0.19,0.06,0.24,0.35,0.27,0.24,0.26,0.35,0.25,0.21,0.22,0.18,0.34,0.25,0.21
49130,19.03368672,-7.745263216,-29.50810348,0, None,0,0,0,-0.11,nan,nan,0.16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
49166,-89.63424153,27.00969733,-111.4630488,0, None,0,0,0,-0.4,-2.92,0.02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.86,nan,nan,0.71
49196,-51.14496813,9.234496295,-33.72971687,0, None,0,0,0,0.03,nan,-0.15,nan,-0.1,0.08,0.05,0.02,0.04,0.66,0.1,-0.06,0.1,-0.08,0.06,-0.07,0.14
49246,1.663702528,0.006394185,77.98537557,0, None,0,0,0,-0.21,-0.6,-0.06,-0.1,-0.25,-0.2,-0.35,-0.15,-0.24,nan,-0.27,-0.36,nan,-0.54,-0.27,-0.29,nan
49250,-60.01990875,-0.358663299,-107.1897131,0, None,0,0,0,0.2,nan,-0.06,0.02,-0.04,0.04,-0.04,-0.06,0.16,nan,0.07,0.05,0.14,0.14,nan,0.2,0.38
49266,-80.397094,-4.346182939,-0.362169161,0, None,0,0,0,0.15,nan,0.19,0.11,0.07,0.12,0.07,0.12,0.14,nan,0.1,0.11,0.1,0.06,nan,0.17,0.12
49350,18.18636267,5.922591324,-25.8987539,0, None,0,0,0,0.1,nan,0.06,-0.01,0.03,nan,nan,0.07,nan,nan,0.1,nan,nan,nan,nan,0.05,nan
49363,-42.09376084,-15.60392348,-23.63769857,0, None,0,0,0,0.15,-1.09,0.2,0.24,0.07,0.05,0.02,0.1,0.05,nan,0.1,nan,0.15,nan,0.09,0.02,nan
49366,15.0619966,5.685550774,17.84322541,0, None,0,0,0,-0.05,nan,-0.1,-0.14,-0.22,-0.11,-0.22,-0.03,-0.01,nan,-0.06,-0.04,-0.08,-0.25,nan,-0.14,-0.04
49387,-4.179742171,-1.974616463,-37.91634036,0, None,0,0,0,0.2,nan,nan,0.05,nan,nan,nan,0.2,nan,nan,nan,nan,nan,nan,nan,nan,nan
49477,-33.6175082,-30.31676693,-123.3624958,0, None,0,0,0,0.15,nan,nan,nan,0.48,0.13,0.19,0.25,0.21,0.27,0.17,0.24,0.17,0.13,0.21,0.15,nan
49530,53.03868249,67.00709431,-67.93455021,0, None,0,0,0,0.12,-2.39,-0.23,-0.11,0.23,0.22,0.13,0.14,0.16,0.02,0.07,-0.06,0.12,0.05,0.12,0.06,0.16
49580,-11.73279694,-18.89801359,-31.99934334,0, None,0,0,0,0.21,-1.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
49599,20.18518931,37.01141105,8.334258648,0, None,0,0,0,0.11,nan,0.02,nan,0.06,0.09,0.06,0.1,0.09,nan,0.11,0.12,0.13,nan,0.01,0.14,nan
49615,21.2789851,41.32913349,-7.323959968,0, None,0,0,0,-0.4,-0.86,-0.35,-0.19,-0.35,-0.27,-0.45,-0.29,-0.32,-0.06,-0.32,-0.42,-0.4,-0.69,-0.39,-0.4,nan
49621,13.97883201,28.06200094,43.7475727,0, None,0,0,0,-0.11,nan,nan,-0.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
49658,17.82369339,57.45274892,11.46587065,0, None,0,0,0,0.15,-1.35,nan,nan,nan,nan,0.12,0.17,0.3,nan,nan,nan,nan,nan,nan,nan,nan
49668,6.364057651,22.3181944,-29.53949549,0, None,0,0,0,-0.18,-1.72,-0.14,-0.1,-0.27,-0.1,-0.14,-0.13,-0.15,nan,-0.08,-0.21,nan,nan,-0.35,-0.15,nan
49680,-5.328195301,-21.46564665,37.89714646,0, None,0,0,0,0.37,-1.74,0.3,0.2,0.4,0.24,0.25,0.3,0.27,nan,0.3,0.26,0.27,0.28,nan,0.39,0.22
49698,-20.98522305,-109.8547709,-17.8094456,0, None,0,0,0,0.11,nan,nan,nan,0.57,0.03,0.21,0.2,0.19,0.29,0.14,0.24,0.14,0.51,0.21,0.11,nan
49728,-2.780857913,-33.56997091,-7.318804982,0, None,0,0,0,-0.05,-2.38,-0.02,-0.15,-0.02,-0.01,-0.03,-0.06,-0.01,-0.01,0.02,-0.05,-0.07,-0.23,-0.05,-0.06,-0.13
49738,-1.838012727,-32.01197109,35.76041624,0, None,0,0,0,-0.33,nan,nan,0.03,-0.33,-0.32,-0.34,-0.25,-0.29,-0.22,-0.35,-0.45,-0.31,-0.61,-0.46,-0.33,-0.32
49756,-0.479545291,-25.06768088,24.33571467,0, None,0,0,0,0.07,-1.73,0.1,-0.03,-0.01,0.04,0,0.03,0.09,0.2,0.05,0.07,0.06,-0.01,nan,0.04,0.05
49769,0.139573486,-8.482933695,30.47669451,0, None,0,0,0,-0.13,-0.83,0.02,-0.11,-0.1,-0.06,-0.15,-0.09,-0.03,-0.04,-0.01,-0.11,-0.12,-0.37,-0.12,-0.12,nan
49841,-9.329404689,32.41428917,7.278632397,0, None,0,0,0,0.28,-3.27,0.04,0.14,0.5,0.36,0.36,0.35,0.33,0.29,0.25,0.22,0.31,0.36,0.35,0.27,0.15
