HIP,X,Y,Z,Exo,Discovery,Multi,MaxPMass,StarMass,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y1
8588,-1.706077422,1.063950002,-41.96867114,0, None,0,0,0,-0.35,-0.29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8598,3.484844734,-2.072209062,41.48639032,0, None,0,0,0,0.24,nan,nan,nan,0.15,nan,nan,0.13,nan,nan,0.32,nan,nan,nan,nan,-0.04,nan
8645,40.55702275,-17.593103,56.88807017,0, None,0,0,0,0.01,-3.13,-0.34,-0.16,0.21,0.06,0.18,0.22,0.06,-0.11,-0.08,-0.08,0.06,-0.12,0,-0.01,-0.06
8647,57.04682588,-24.50205005,103.9333166,0, None,0,0,0,-0.22,-1.27,nan,nan,nan,-0.06,-0.1,nan,-0.1,nan,-0.1,-0.18,-0.14,-0.18,-0.15,-0.19,0.58
8758,38.44152184,-3.799949591,-64.17767217,0, None,0,0,0,0.04,nan,nan,-0.07,-0.04,0.06,-0.02,0,0.06,0.09,0.05,nan,-0.03,-0.15,0.11,-0.02,-0.04
8768,9.914684433,-0.711820568,4.724735971,0, None,0,0,0,0.45,nan,nan,nan,0.59,0.79,0.56,1.26,0.51,0.64,0.38,0.52,0.5,0.38,1.07,0.81,-0.26
8798,-8.893800248,-0.017329571,-35.61708783,0, None,0,0,0,-0.19,nan,-0.07,0.01,-0.15,0.01,-0.01,-0.09,-0.07,-0.03,0.02,-0.14,-0.21,-0.45,-0.09,-0.17,-0.27
8833,54.49745192,6.271123679,-2.51892839,0, None,0,0,0,0.2,-2.86,-0.21,0,0.33,0.29,0.3,0.21,0.2,0.08,0.15,0.16,0.23,0.09,0.16,0.16,0.17
8859,15.05132569,3.30999446,-38.48871104,0, None,0,0,0,-0.3,-0.95,-0.18,-0.09,-0.34,-0.23,-0.41,-0.28,-0.26,-0.17,-0.27,-0.33,-0.36,-0.63,-0.23,-0.35,-0.35
8867,21.37573207,5.490433777,-4.544726588,0, None,0,0,0,0.12,nan,-0.02,-0.19,0.16,0.01,0.09,0.17,0.17,0.28,0.09,0.19,0.14,-0.01,0.4,0.2,-0.03
8923,-31.95816783,-15.47201835,62.62956823,0, None,0,0,0,0.34,nan,0.42,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8969,52.38848295,36.64414616,-69.01053333,0, None,0,0,0,0.1,nan,0.05,0.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9021,-63.13829434,-60.50742673,-41.95342628,0, None,0,0,0,-0.11,-3.49,-0.37,-0.23,-0.18,0.03,0.12,-0.06,-0.15,-0.33,-0.22,-0.3,-0.25,-0.32,-0.27,-0.19,-0.51
9044,11.19204167,12.9705595,10.19583373,0, None,0,0,0,0.07,nan,nan,0.45,0.29,-0.06,0.22,-0.13,0.21,nan,0.46,nan,0.27,nan,0.12,0.08,nan
9073,9.387732732,12.40089837,-27.75595176,0, None,0,0,0,0.13,nan,0,0.01,-0.13,-0.04,-0.12,0.02,0.09,nan,0.07,0.07,0.05,-0.14,nan,0.01,0.12
9085,-1.047118247,-1.541914562,-26.80254734,0, None,0,0,0,-0.24,nan,-0.21,-0.19,-0.27,-0.21,-0.2,-0.23,-0.15,nan,-0.22,nan,-0.31,-0.58,nan,-0.32,-0.26
9095,38.64568289,62.54126452,19.66835666,0, None,0,0,0,-0.02,-2.95,-0.43,-0.23,0.17,0.06,0.12,0.09,0.08,0.05,0.02,-0.01,0.01,-0.17,0.02,-0.04,-0.1
9127,-8.16412823,-17.85711492,34.24985151,0, None,0,0,0,0.1,nan,nan,0.14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9137,6.230445211,14.60496615,61.76724227,0, None,0,0,0,-0.29,nan,nan,-0.31,-0.33,-0.09,-0.27,-0.26,-0.2,-0.19,-0.26,nan,-0.37,-0.5,-0.14,-0.39,-0.41
9141,15.53704101,37.65560125,-3.667331899,0, None,0,0,0,0.05,nan,0.03,0.08,-0.23,-0.1,-0.24,-0.05,0.13,nan,0.01,0.03,0.08,-0.12,nan,-0.07,0.12
9172,8.557415289,25.31957114,-16.21305334,0, None,0,0,0,0.25,-0.78,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9199,31.27772617,125.5180449,-9.457887696,0, None,0,0,0,-0.22,nan,-0.36,-0.29,-0.44,-0.24,-0.33,-0.33,-0.19,nan,-0.22,-0.25,-0.26,-0.4,nan,-0.22,-0.04
9222,-7.46897999,-35.82369714,-65.48809522,0, None,0,0,0,-0.06,nan,-0.19,-0.13,-0.12,0.05,0.04,-0.01,-0.07,-0.08,-0.05,-0.06,-0.15,-0.06,-0.02,-0.1,nan
9269,0.377845547,5.531721146,24.35817825,0, None,0,0,0,0.28,nan,0.23,0.1,0.25,0.25,0.33,0.24,0.24,0.29,0.23,0.17,0.24,0.15,0.38,0.22,0.18
9299,1.704802812,-81.75793826,-21.12187188,0, None,0,0,0,0.09,nan,0.19,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9313,-2.232042774,33.38276943,83.47253576,0, None,0,0,0,-0.04,nan,nan,nan,0.2,-0.01,0.05,0.06,0.02,0.11,-0.01,0.07,-0.01,0.27,0.06,-0.04,nan
9316,-0.436431338,5.797163072,71.7071682,0, None,0,0,0,0.14,nan,nan,0.01,0.16,0.24,0.17,0.11,0.16,0.25,0.12,0.04,0.1,0.09,0.24,0.14,0.02
9328,-12.8159688,128.8993392,-33.07090105,0, None,0,0,0,-0.07,nan,-0.21,-0.14,-0.3,-0.14,-0.29,-0.22,-0.05,nan,-0.12,-0.19,-0.11,-0.35,nan,-0.13,0.19
9349,4.193049866,-23.44329853,-35.48399589,0, None,0,0,0,0.05,-1.25,-0.04,-0.02,-0.1,0.02,-0.08,-0.06,0.05,0.12,0.03,-0.03,0,-0.08,nan,-0.03,0.06
9353,-6.402074967,32.85045478,1.472131623,0, None,0,0,0,0.35,-2.33,0.28,0.24,0.44,0.41,0.31,0.31,0.34,0.49,0.33,0.23,0.35,0.32,0.48,0.38,0.4
9367,32.9286607,-132.1393522,16.48208533,0, None,0,0,0,0.13,nan,-0.18,-0.16,-0.11,-0.01,-0.09,-0.1,0.1,nan,0.03,0.01,0.1,0.06,nan,0.12,0.4
9400,5.984739168,-16.26508095,38.62708665,0, None,0,0,0,0.03,nan,-0.03,-0.25,0.04,0.1,0.14,0.06,0.11,0.15,0.2,0.32,0.09,-0.05,0.13,0.06,nan
9406,-11.17511567,29.62334634,-44.57460475,0, None,0,0,0,0.06,nan,nan,nan,-0.08,nan,nan,-0.07,nan,nan,0.05,nan,nan,nan,nan,0.06,nan
9414,-17.15345571,41.58071179,15.42440063,0, None,0,0,0,-0.12,nan,-0.09,nan,-0.18,-0.06,-0.17,-0.07,-0.14,nan,-0.09,0.01,-0.16,nan,-0.19,-0.11,nan
9440,6.324474662,-12.55859198,89.15062542,0, None,0,0,0,-0.56,-3.93,-0.68,-0.43,-0.6,-0.33,-0.37,-0.42,-0.48,-0.47,-0.54,-0.63,-0.63,-0.8,-0.47,-0.59,-0.73
9459,47.05821783,-71.58442807,-76.83360639,0, None,0,0,0,-0.04,-4.14,-0.19,-0.21,0.13,-0.03,0.23,0.16,0.09,-0.24,-0.08,-0.01,-0.07,-0.43,-0.09,-0.19,-0.32
9471,-47.97883843,67.38336271,-53.87482732,0, None,0,0,0,0.08,nan,nan,0.07,0.01,0.24,0.22,0.09,0.14,0.27,0.16,0.03,0.01,-0.12,0.19,0.06,-0.09
9473,-0.280129385,0.38975028,45.6804387,0, None,0,0,0,-0.3,nan,nan,nan,-0.36,nan,nan,-0.27,nan,nan,-0.19,nan,nan,nan,nan,-0.41,nan
9629,-36.47862631,18.78118442,-15.98508719,0, None,0,0,0,-0.24,nan,nan,0.07,-0.33,-0.08,-0.13,-0.19,-0.22,-0.12,-0.09,-0.27,-0.25,-0.45,-0.15,-0.29,-0.18
9818,-15.09047369,-2.437382267,-105.8538597,0, None,0,0,0,-0.01,nan,nan,0.13,-0.05,0.15,0.13,0.04,0.06,0.19,0.11,-0.01,-0.07,-0.22,0.11,-0.02,-0.11
9829,15.5435804,3.314166948,-16.31140415,0, None,0,0,0,-0.2,nan,-0.2,-0.18,-0.25,-0.08,-0.16,-0.18,-0.13,0.07,-0.13,-0.17,-0.2,-0.35,-0.01,-0.22,-0.31
9862,82.18068557,25.47353576,-25.60229669,0, None,0,0,0,0.17,-3.29,0.05,0.03,0.28,0.42,0.35,0.3,0.11,0.19,0.14,0.2,0.21,0.25,0.35,0.23,0.16
9870,-132.652498,-45.37563917,-3.88807481,0, None,0,0,0,-0.03,-2.66,-0.42,-0.24,0.09,0.06,0.04,0.04,0.06,-0.02,0.01,-0.05,-0.01,-0.09,0,-0.07,0.02
9911,26.77786601,13.85533563,-21.36916726,0, None,0,0,0,0.12,-1.47,0.14,0.04,0.17,0.23,0.18,0.11,0.15,0.35,0.14,0.08,0.09,0.03,0.23,0.11,0.16
9960,84.89196727,63.38848591,49.5446917,0, None,0,0,0,0.22,nan,0.1,0.12,0.06,0.09,0.07,0.11,0.25,nan,0.17,0.1,0.19,0.12,nan,0.24,0.42
9983,83.82080667,74.09046875,57.85078345,0, None,0,0,0,-0.26,-2.88,-0.45,-0.29,-0.19,-0.11,-0.06,-0.12,-0.14,-0.2,-0.19,-0.29,-0.24,-0.41,-0.18,-0.28,-0.32
10053,36.1199461,49.3978074,63.9270909,0, None,0,0,0,0.5,-0.62,-0.73,0.01,-1.29,nan,nan,0.26,1.3,0.85,1.34,1.28,0.35,-0.18,1.65,0.41,-0.03
10061,-38.52796794,-55.00774082,40.86899767,0, None,0,0,0,0.31,nan,0.3,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10111,49.70111516,98.61219105,18.58552692,0, None,0,0,0,0,-2.73,-0.39,-0.15,0.22,0.11,0.1,0.04,0.07,-0.06,-0.03,-0.09,0,-0.12,-0.02,-0.08,-0.04
10116,1.085058549,2.221246113,-51.97037367,0, None,0,0,0,0.03,-1.17,0.08,-0.09,0.01,0.05,0.03,0.01,0.06,0.06,0.05,-0.01,-0.02,-0.13,0.06,-0.01,-0.11
10117,18.54478657,38.00918112,15.26947693,0, None,0,0,0,0.4,nan,0.39,-0.03,0.3,0.3,0.28,0.31,0.32,nan,0.43,nan,0.4,nan,0.41,0.44,nan
10119,-27.58678436,-56.81926789,114.8376369,0, None,0,0,0,-0.4,-2.02,-0.07,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.85,nan,nan,0.68
10175,4.791522583,17.31252783,36.83712391,0, None,0,0,0,0.03,nan,0.03,-0.17,-0.15,-0.01,-0.15,-0.03,0,nan,-0.01,0,-0.02,-0.19,nan,-0.05,0.06
10212,-3.955801101,-26.43400542,30.71542802,0, None,0,0,0,0.15,nan,nan,0.24,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10218,-3.578629296,-25.21401417,17.94252986,0, None,0,0,0,0.19,nan,0.12,0.06,-0.01,0.12,0.05,0.12,0.23,nan,0.14,0.21,0.21,0.09,nan,0.17,0.28
10234,-2.616200662,-29.86327401,-115.2114402,0, None,0,0,0,0,nan,nan,nan,0.08,0.09,-0.05,0.03,0.05,-0.1,0.04,-0.01,-0.09,-0.08,0.01,-0.07,nan
10276,2.804924173,-31.54003478,0.263696608,0, None,0,0,0,-0.16,nan,-0.16,-0.12,-0.38,-0.17,-0.28,-0.17,-0.11,nan,-0.18,-0.16,-0.15,-0.35,nan,-0.19,-0.07
10278,4.183561354,-41.88711418,-13.37617445,0, None,0,0,0,0.24,-1.64,0.21,0.1,0.27,0.23,0.24,0.25,0.26,0.33,0.3,0.31,0.27,0.16,0.31,0.29,0.27
10280,-4.181629451,39.19205731,-79.93772742,0, None,0,0,0,0.02,-1.45,-0.38,0.07,nan,nan,nan,-0.05,0.12,-0.14,0.22,0.24,0.56,-0.34,0.42,0.01,-0.07
10301,5.174171175,-26.53509824,9.468766791,0, None,0,0,0,-0.17,nan,-0.08,nan,-0.11,-0.11,-0.07,-0.12,-0.09,-0.02,-0.01,0.15,-0.15,-0.29,-0.1,-0.16,nan
10306,4.341900517,-20.05491304,20.30592494,0, None,0,0,0,-0.14,-0.4,-0.2,-0.04,-0.19,-0.15,-0.18,-0.16,-0.08,0.41,0,-0.13,-0.24,-0.32,-0.05,-0.22,-0.02
10310,-18.29367274,80.44891128,-70.767641,0, None,0,0,0,0,nan,nan,0.16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10321,6.345506375,-25.67658461,4.597369781,0, None,0,0,0,0.04,-0.83,nan,0,-0.17,-0.01,-0.1,0,0.05,0.19,0.05,-0.12,0.06,-0.12,0.06,-0.04,0.08
10322,-7.896408561,31.49324906,25.00955822,0, None,0,0,0,-0.27,nan,-0.18,-0.02,-0.25,0.04,0.02,-0.11,-0.07,0.1,-0.01,-0.16,-0.22,-0.43,-0.07,-0.23,-0.26
10324,25.61744188,-95.02624515,64.20343118,0, None,0,0,0,-0.1,nan,-0.18,-0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.49,nan,nan,-0.11
10326,15.39298788,-56.22094142,-88.99213354,0, None,0,0,0,-0.08,-3.13,-0.34,-0.28,-0.06,0.05,0.02,-0.01,-0.07,-0.24,-0.22,-0.26,-0.17,-0.26,-0.15,-0.21,-0.29
10339,7.753140094,-23.50157334,8.55640298,0, None,0,0,0,0.05,nan,nan,nan,-0.08,nan,nan,-0.04,nan,nan,0.02,nan,nan,nan,nan,-0.07,nan
10363,18.67638678,-43.48468216,24.89880936,0, None,0,0,0,-0.13,nan,-0.15,nan,0.19,0.05,0.13,-0.22,0.24,0.43,0.46,0.71,0.21,-0.06,0.03,-0.08,nan
10403,18.52868813,-32.07672259,-13.96437057,0, None,0,0,0,-0.2,-0.87,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10416,10.79597255,-16.84879044,10.75290246,0, None,0,0,0,0.05,nan,0.03,0.21,0.08,-0.05,0.07,0.01,0.07,0.34,0.18,0.43,0.05,-0.17,0.08,0.09,0.06
10440,60.32053163,-79.93506258,33.85339491,0, None,0,0,0,-0.01,-2.52,-0.28,-0.13,0.05,0.01,0.01,0.05,0,-0.13,-0.11,-0.15,-0.08,-0.1,-0.1,-0.11,0.02
10446,36.51462398,-45.9861267,-26.01820897,0, None,0,0,0,0.12,nan,-0.1,-0.04,-0.1,0.02,-0.05,-0.09,0.09,nan,0.03,-0.01,0.07,0.08,nan,0.11,0.26
10483,42.13365136,-40.12312711,36.49676192,0, None,0,0,0,-0.08,nan,nan,-0.21,-0.15,-0.05,-0.12,-0.15,-0.09,0,-0.13,nan,-0.17,-0.24,0.01,-0.17,-0.22
10492,9.029607614,-8.247629136,42.44287176,0, None,0,0,0,0.38,nan,nan,0.12,0.46,0.33,0.32,0.34,0.32,0.41,0.41,0.37,0.36,0.28,0.51,0.41,0.38
10505,-13.36976298,11.42272462,-20.4662571,0, None,0,0,0,0.25,-2.45,nan,0.18,0.35,nan,nan,0.25,nan,nan,0.22,nan,nan,nan,nan,0.27,nan
10510,18.67130152,-15.54861469,31.69409003,0, None,0,0,0,0.07,nan,0.01,0,-0.17,0,-0.09,0.01,0.1,nan,0.02,0.05,0.09,-0.06,nan,0.05,0.16
10531,-1.923649868,1.412959167,-18.42651255,0, None,0,0,0,0.39,nan,0.29,0.18,0.44,0.32,0.37,0.3,0.33,0.63,0.31,0.33,0.42,0.3,0.6,0.36,0.28
10540,-27.34857213,19.36463968,25.49351913,0, None,0,0,0,0.26,nan,0.04,0.41,0.13,0.13,0,0.2,0.28,nan,0.21,0.08,0.25,0.02,nan,0.19,0.36
10561,37.01767071,-23.64060755,61.86643005,0, None,0,0,0,-0.05,nan,-0.13,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10642,-96.1905916,30.99601854,-14.10479061,0, None,0,0,0,0.07,-3.21,-0.21,-0.03,0.24,0.31,0.21,0.15,0.09,0.09,0.05,-0.03,0.04,-0.01,0.13,0.07,0.02
10644,9.745101692,-2.987265042,3.521906041,0, None,0,0,0,-0.44,-1.06,-0.28,-0.29,-0.42,-0.36,-0.43,-0.42,-0.3,-0.38,-0.33,-0.47,-0.39,-0.47,-0.41,-0.51,-0.19
10673,14.30830228,-3.277699866,100.3519849,0, None,0,0,0,-0.16,nan,nan,nan,0.12,-0.05,-0.04,-0.03,-0.06,0.01,-0.06,0.04,-0.11,-0.21,0,-0.13,nan
10680,30.13376363,-6.183727033,-15.6602171,0, None,0,0,0,0.06,-0.17,nan,nan,-0.13,nan,nan,0.05,nan,nan,0.2,nan,nan,nan,nan,0.01,nan
10694,-55.43355552,7.772458696,17.16330996,0, None,0,0,0,0.16,nan,nan,0.09,0.07,0.27,0.18,0.1,0.12,0.2,0.18,-0.02,0.09,0,0.17,0.11,0.06
10718,-27.39597704,1.598031216,122.9184489,0, None,0,0,0,0.12,-3.19,-0.22,-0.05,0.26,0.21,0.3,0.3,0.21,0.09,0.13,0.15,0.23,0,0.15,0.15,0.22
10723,4.500167266,-0.236067874,23.93406474,0, None,0,0,0,0.19,-0.19,0.16,0.16,0.24,0.17,0.18,0.16,0.22,0.33,0.16,0.16,0.2,0.1,0.25,0.17,0.24
10798,-8.547162589,-1.615785081,-9.211422992,0, None,0,0,0,-0.43,-2.47,-0.25,-0.33,-0.51,-0.36,-0.39,-0.42,-0.41,-0.3,-0.37,-0.44,-0.48,-0.67,-0.39,-0.47,-0.4
10818,-26.64096739,-7.062868432,-27.25230832,0, None,0,0,0,-0.02,nan,0.01,-0.15,-0.05,0,0.01,-0.01,0.04,0.03,0.09,0.09,0,-0.15,0.01,-0.03,0.05
10842,-5.490333489,-1.895331533,37.54732996,0, None,0,0,0,-0.35,nan,-0.14,0.04,-0.28,-0.11,-0.12,-0.22,-0.19,-0.19,-0.09,-0.23,-0.34,-0.66,-0.25,-0.34,-0.33
10868,-51.65491845,-22.61398059,-4.419697804,0, None,0,0,0,0.22,nan,nan,nan,0.42,0.47,0.25,0.24,0.26,0.51,0.25,0.21,0.23,0.17,0.35,0.26,0.4
10940,35.54681145,28.01183541,-21.48933114,0, None,0,0,0,-0.13,-0.59,-0.06,-0.02,-0.25,-0.14,-0.21,-0.11,-0.05,0.03,0.01,-0.1,-0.13,-0.35,-0.17,-0.14,nan
10977,-20.41561286,-20.64140563,15.18902712,0, None,0,0,0,-0.11,nan,-0.17,-0.17,-0.19,-0.11,-0.08,-0.14,-0.07,0.02,0.03,0.22,-0.1,-0.3,-0.09,-0.15,0.13
10990,68.21824699,78.18669357,6.22381208,0, None,0,0,0,0.18,nan,0.13,0.12,0.01,0.05,-0.01,0.04,0.15,nan,0.09,0.07,0.1,-0.01,nan,0.13,0.22
11000,-13.9286454,-16.74061141,-14.78614795,0, None,0,0,0,0.06,nan,0.17,0.25,0.15,0,0.15,0.07,0.12,0.52,0.26,0.46,0.07,-0.13,0.12,0.12,0.06
11024,11.48418048,15.6914685,36.15339627,0, None,0,0,0,-0.12,nan,-0.15,nan,-0.26,-0.06,-0.16,-0.13,-0.11,nan,-0.08,-0.17,-0.16,nan,-0.19,-0.14,nan
11028,-0.810698719,-1.124347336,-40.54426328,0, None,0,0,0,-0.05,nan,-0.03,0,-0.21,-0.03,-0.1,-0.06,-0.03,nan,-0.05,-0.02,-0.06,-0.19,nan,-0.04,-0.08
11043,-53.13485517,-81.17965742,96.4390531,0, None,0,0,0,-0.21,-3.07,-0.4,-0.26,-0.08,-0.04,-0.05,-0.09,-0.09,-0.18,-0.17,-0.18,-0.2,-0.34,-0.15,-0.22,-0.29
11053,-16.57230597,-26.52504651,67.45087223,0, None,0,0,0,0.15,nan,nan,nan,0.21,0.32,0.3,0.2,0.23,0.36,0.24,0.09,0.19,0.08,0.31,0.19,0.12
11072,-2.616792795,-4.868076177,21.2567952,0, None,0,0,0,-0.03,-0.9,0.06,0.09,0.02,0.11,0.07,0.01,0.02,0.11,0.02,-0.09,-0.01,-0.12,0.09,-0.02,0.09
11125,11.27644646,32.68844107,33.03699871,0, None,0,0,0,0.03,-1.57,0,nan,0.06,0.04,0.01,0.02,0.1,0.08,0.06,0.03,0.01,-0.16,0.07,-0.01,nan
11130,6.070915058,18.336134,-120.5627223,0, None,0,0,0,0.02,nan,-0.21,-0.13,-0.18,-0.06,-0.14,-0.17,0,nan,-0.05,-0.06,-0.03,-0.05,nan,0.03,0.2
11205,-2.332114903,-37.84740465,38.35859532,0, None,0,0,0,-0.02,nan,nan,0.03,-0.15,0.06,-0.02,-0.02,-0.03,0.06,-0.01,-0.17,-0.06,-0.19,0.03,-0.05,-0.08
11218,1.741217113,55.58123317,-2.104347539,0, None,0,0,0,-0.32,nan,-0.26,0.02,-0.2,-0.2,-0.36,-0.32,-0.13,nan,-0.23,nan,nan,nan,nan,-0.35,-0.17
11220,-2.909322056,-118.2855394,-31.3302937,0, None,0,0,0,0.03,-2.14,-0.16,-0.4,0.09,nan,nan,0.08,0.02,-0.09,-0.06,-0.04,-0.05,-0.29,-0.05,-0.12,0.12
11237,-2.621043007,70.76646246,-33.57201341,0, None,0,0,0,-0.38,-0.85,-0.15,-0.12,-0.38,-0.33,-0.52,-0.27,-0.38,nan,-0.43,-0.52,nan,-0.71,-0.4,-0.43,nan
11253,3.697388088,-43.43200418,-42.16089661,0, None,0,0,0,0.04,nan,nan,nan,0.04,nan,nan,-0.02,0.14,nan,0.02,nan,0.02,-0.08,nan,-0.01,nan
11266,-1.11021141,8.031966011,85.60136162,0, None,0,0,0,0.01,nan,-0.17,-0.13,-0.2,-0.06,-0.13,-0.16,0.01,nan,-0.05,-0.07,-0.02,-0.09,nan,0,0.18
11313,31.02485766,-108.9075565,1.49297403,0, None,0,0,0,-0.01,-2.79,-0.26,-0.22,0.13,0.13,0.16,0.22,-0.1,-0.42,-0.11,-0.07,0.11,-0.06,0.13,-0.04,0.18
11349,10.085019,-25.38708134,-15.05653206,0, None,0,0,0,-0.45,nan,nan,nan,-0.49,-0.27,nan,-0.25,-0.42,nan,-0.39,-0.54,-0.67,nan,nan,-0.51,nan
11432,53.11913424,-58.47179475,32.05033023,0, None,0,0,0,-0.02,-3.17,-0.2,-0.1,0.03,0.06,0.12,0.07,0.01,0,0,-0.08,0.07,-0.12,0.05,0.02,0.01
11433,-21.91415871,23.9941028,-24.17608573,0, None,0,0,0,0.07,nan,0.15,0.11,0.17,0.13,0.17,0.11,0.13,0.24,0.25,0.44,0.11,0.04,0.25,0.12,nan
11486,-6.889557191,5.319315191,-49.05945715,0, None,0,0,0,0.39,nan,-0.05,nan,0.64,nan,nan,0.12,0.52,1.28,1.19,1.14,0.74,0,1.31,1.02,1.65
11505,37.42009344,-26.3598615,-32.19290825,0, None,0,0,0,0.06,-1.53,nan,0.09,-0.09,0.1,0.14,0.04,0.15,0.25,0.07,-0.07,0.07,-0.08,0.07,0.01,0.28
11514,24.88041074,-16.26799545,-50.71940314,0, None,0,0,0,0.16,nan,0.21,0.38,0.09,0.1,0.1,0.15,0.09,nan,0.12,0.14,0.17,nan,0.12,0.15,nan
11548,2.383954031,-1.292679987,-31.28973634,0, None,0,0,0,-0.09,-0.89,0.05,-0.02,-0.12,-0.09,-0.13,-0.13,-0.1,0.03,-0.08,-0.16,-0.13,-0.34,-0.13,-0.16,-0.09
11575,-26.52068604,11.19812388,82.37456479,0, None,0,0,0,0.28,nan,0.19,0.26,0.32,0.2,0.14,0.29,0.17,nan,0.23,0.24,0.26,nan,0.23,0.36,nan
11584,-78.96488539,31.21070192,35.62801269,0, None,0,0,0,-0.04,-1.9,-0.08,0.29,-0.05,0.01,-0.08,0.11,0.07,nan,-0.01,-0.07,nan,-0.26,0.02,-0.02,nan
11600,24.60554515,-7.835811567,42.87393981,0, None,0,0,0,0.41,nan,0.03,0.25,nan,0.39,nan,0.47,0.22,nan,0.36,nan,nan,nan,nan,0.54,nan
11603,-97.05878322,30.21372491,-14.41284328,0, None,0,0,0,0.08,-2.09,-0.16,0.01,0.16,0.19,0.25,0.19,0.17,0.11,0.16,0.13,0.16,0.05,0.14,0.12,0.07
11651,-88.88057964,11.63061565,79.20386247,0, None,0,0,0,0.18,-2.89,-0.18,-0.04,0.3,0.32,0.36,0.34,0.25,0.12,0.17,0.15,0.25,0.17,0.21,0.22,0.13
11728,-39.18843933,-5.971156159,-3.824121228,0, None,0,0,0,0.1,-2.03,0.04,0.05,0,0.24,0.07,0.03,0.12,0.23,0.07,0.06,0.04,-0.02,0.23,0.05,0.33
11757,-71.56335188,-15.85706564,46.92381386,0, None,0,0,0,-0.11,-3.32,-0.18,-0.13,-0.09,0.09,0.06,-0.01,-0.05,-0.15,-0.14,-0.18,-0.15,-0.22,-0.07,-0.15,-0.23
11783,-22.64309441,-7.576050466,-11.93835473,0, None,0,0,0,-0.13,-0.27,-0.2,-0.1,-0.18,-0.23,-0.39,-0.19,-0.13,nan,-0.03,-0.03,-0.26,nan,-0.23,-0.2,nan
11784,2.379259876,0.805541189,-132.7783664,0, None,0,0,0,-0.17,nan,0.12,-0.03,nan,nan,nan,-0.23,-0.15,nan,nan,nan,nan,nan,nan,nan,nan
11840,-72.23756795,-41.38895702,1.254127387,0, None,0,0,0,0.05,-2.84,-0.13,0.02,-0.02,0.18,0.13,0.1,0.02,0.04,0.01,-0.04,0.06,-0.02,0.13,0.05,0.07
11866,-42.13262259,-27.44165186,9.533657404,0, None,0,0,0,0.04,-1.23,0.13,0.04,0.08,0.05,0.02,0.07,0.09,0.21,0.12,0.03,0.05,-0.13,0.12,0.06,nan
11881,-18.49531232,-13.06933488,-98.64839624,0, None,0,0,0,-0.22,nan,-0.31,-0.23,-0.45,-0.26,-0.38,-0.33,-0.18,nan,-0.23,-0.27,-0.23,-0.49,nan,-0.26,-0.03
11923,25.89305292,25.2655865,-34.33288028,0, None,0,0,0,-0.36,nan,nan,-0.05,-0.34,0,-0.14,-0.17,-0.15,-0.03,-0.13,-0.27,-0.32,nan,-0.12,-0.33,-0.45
11924,63.82492698,62.76356565,14.88642015,0, None,0,0,0,0.29,-1.39,0.28,0.13,0.54,0.39,0.36,0.32,0.24,0.42,0.27,0.17,0.26,0.32,0.4,0.34,0.23
11930,-41.48549607,-42.20813771,84.93378916,0, None,0,0,0,0.34,-3.34,nan,nan,0.42,0.16,0.51,0.51,0.38,0.18,0.19,0.48,0.37,0.2,0.33,0.32,0.11
12109,-3.838861299,-14.04248408,-28.34792716,0, None,0,0,0,-0.16,nan,-0.25,nan,0,-0.1,0.01,-0.15,-0.02,0.33,0.14,0.39,-0.12,-0.35,-0.05,-0.14,nan
12110,-0.227640861,-0.832568121,21.25455157,0, None,0,0,0,0.07,nan,0.11,nan,0.21,0.03,0.2,0.11,0.13,0.48,0.31,0.56,0.1,-0.08,0.2,0.13,nan
12114,1.48858042,5.735401871,4.055362192,0, None,0,0,0,-0.04,-3.6,nan,0.05,-0.01,0.02,0.21,0.01,0.07,0.25,0.16,0.23,0.04,-0.14,0.27,-0.04,-0.2
12118,-1.717850631,-7.095861,94.86696173,0, None,0,0,0,0.15,nan,0.17,-0.02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
12119,-9.753618014,-40.37148018,-2.312797684,0, None,0,0,0,0,nan,-0.05,-0.06,-0.02,0.01,0,0,0.05,0.04,0.11,0.13,0.04,-0.1,0.03,0,0.08
